"Relative Time","acker","acker_showstopper"
"01:56","0.48",""
"01:57","0.484",""
"01:58","0.489",""
"01:59","0.532",""
"02:00","0.499",""
"02:01","0.499",""
"02:02","0.505",""
"02:03","0.53",""
"02:04","0.509",""
"02:05","0.532",""
"02:06","0.52",""
"02:07","0.524",""
"02:08","0.551",""
"02:09","0.538",""
"02:10","0.534",""
"02:11","0.562",""
"02:12","0.537",""
"02:13","0.561",""
"02:14","0.562",""
"02:15","0.562",""
"02:16","0.539",""
"02:17","0.569",""
"02:18","0.633",""
"02:19","0.57",""
"02:20","0.54",""
"02:21","0.586",""
"02:22","0.57",""
"02:23","0.554",""
"02:24","0.602",""
"02:25","0.618",""
"02:26","0.603",""
"02:27","0.61",""
"02:28","0.612",""
"02:29","0.624",""
"02:30","0.63",""
"02:31","0.638",""
"02:32","0.624",""
"02:33","0.638",""
"02:34","0.658",""
"02:35","0.645",""
"02:36","0.645",""
"02:37","0.643",""
"02:38","0.662",""
"02:39","0.623",""
"02:40","0.667",""
"02:41","0.622",""
"02:42","0.657",""
"02:43","0.675",""
"02:44","0.692",""
"02:45","0.698",""
"02:46","0.7",""
"02:47","0.685",""
"02:48","0.705",""
"02:49","0.728",""
"02:50","0.707",""
"02:51","0.707",""
"02:52","0.691",""
"02:53","0.716",""
"02:54","0.728",""
"02:55","0.728",""
"02:56","0.728",""
"02:57","0.726",""
"02:58","0.721",""
"02:59","0.763",""
"03:00","0.737",""
"03:01","0.745",""
"03:02","0.749",""
"03:03","0.755",""
"03:04","0.781",""
"03:05","0.77",""
"03:06","0.769",""
"03:07","0.771",""
"03:08","0.77",""
"03:09","0.791",""
"03:10","0.791",""
"03:11","0.807",""
"03:12","0.771",""
"03:13","0.81",""
"03:14","0.812",""
"03:15","0.821",""
"03:16","0.861",""
"03:17","0.82",""
"03:18","0.832",""
"03:19","0.827",""
"03:20","0.833",""
"03:21","0.833",""
"03:22","0.832",""
"03:23","0.831",""
"03:24","0.831",""
"03:25","0.853",""
"03:26","0.871",""
"03:27","0.864",""
"03:28","0.873",""
"03:29","0.873",""
"03:30","0.874",""
"03:31","0.874",""
"03:32","0.856",""
"03:33","0.873",""
"03:34","0.9",""
"03:35","0.939",""
"03:36","0.876",""
"03:37","0.877",""
"03:38","0.906",""
"03:39","0.878",""
"03:40","0.918",""
"03:41","0.91",""
"03:42","0.959",""
"03:43","0.918",""
"03:44","0.924",""
"03:45","0.936",""
"03:46","0.939",""
"03:47","0.972",""
"03:48","0.946",""
"03:49","0.924",""
"03:50","0.934",""
"03:51","0.972",""
"03:52","0.942",""
"03:53","0.949",""
"03:54","0.956",""
"03:55","0.977",""
"03:56","0.979",""
"03:57","0.979",""
"03:58","1",""
"03:59","0.967",""
"04:00","0.911",""
"04:01","0.998",""
"04:02","0.984",""
"04:03","0.968",""
"04:04","0.976",""
"04:05","1.008",""
"04:06","1.036",""
"04:07","1.033",""
"04:08","1.013",""
"04:09","1.019",""
"04:10","1.02",""
"04:11","1.02",""
"04:12","1.02",""
"04:13","1.017",""
"04:14","1.028",""
"04:15","1.026",""
"04:16","1.019",""
"04:17","1.034",""
"04:18","1.039",""
"04:19","0.998",""
"04:20","1.02",""
"04:21","1.02",""
"04:22","1.02",""
"04:23","1.017",""
"04:24","0.985",""
"04:25","0.995",""
"04:26","1.02",""
"04:27","1.02",""
"04:28","1.02",""
"04:29","1.02",""
"04:30","1.038",""
"04:31","1.033",""
"04:32","1.032",""
"04:33","1.02",""
"04:34","1.056",""
"04:35","1.035",""
"04:36","1.023",""
"04:37","1.02",""
"04:38","1.02",""
"04:39","1.02",""
"04:40","1.02",""
"04:41","1.02",""
"04:42","1.03",""
"04:43","1.031",""
"04:44","1.02",""
"04:45","1.02",""
"04:46","1.02",""
"04:47","1.02",""
"04:48","1.009",""
"04:49","0.989",""
"04:50","1.02",""
"04:51","1.02",""
"04:52","1.02",""
"04:53","1.02",""
"04:54","1.02",""
"04:55","1.018",""
"04:56","1.035",""
"04:57","1.01",""
"04:58","1.002",""
"04:59","0.973",""
"05:00","1.039",""
"05:01","1.009",""
"05:02","1.051","1.03"
"05:03","1.023",""
"05:04","1.02",""
"05:05","1.02",""
"05:06","1.001",""
"05:07","1.039",""
"05:08","1.019",""
"05:09","1.021",""
"05:10","1.02",""
"05:11","1.022",""
"05:12","1.029",""
"05:13","1.02",""
"05:14","1.02",""
"05:15","1.02",""
"05:16","1.02",""
"05:17","1.02",""
"05:18","1.02",""
"05:19","1.009",""
"05:20","1.01",""
"05:21","1.02",""
"05:22","1.02",""
"05:23","1.02",""
"05:24","1.02",""
"05:25","1.004",""
"05:26","1.015",""
"05:27","1.027",""
"05:28","1.036",""
"05:29","1.038",""
"05:30","0.999",""
"05:31","1.02",""
"05:32","1.02",""
"05:33","1.02",""
"05:34","1.02",""
"05:35","1.02",""
"05:36","1.02",""
"05:37","1.02",""
"05:38","1.019",""
"05:39","1.02",""
"05:40","1.009",""
"05:41","1.009",""
"05:42","1.02",""
"05:43","1.02",""
"05:44","1.02",""
"05:45","1.019",""
"05:46","1.02",""
"05:47","0.978",""
"05:48","1.001",""
"05:49","1.002",""
"05:50","0.995",""
"05:51","0.981",""
"05:52","1.019",""
"05:53","1.02",""
"05:54","1.019",""
"05:55","1.02",""
"05:56","1.038",""
"05:57","1.024",""
"05:58","1.02",""
"05:59","1.019",""
"06:00","0.99",""
"06:01","0.963",""
"06:02","1.005",""
"06:03","1.02",""
"06:04","1.019",""
"06:05","0.963",""
"06:06","1.016",""
"06:07","1.02",""
"06:08","1.02",""
"06:09","1.02",""
"06:10","1.02",""
"06:11","1.02",""
"06:12","1.015",""
"06:13","1.028",""
"06:14","1.055",""
"06:15","1.056",""
"06:16","0.993",""
"06:17","0.99",""
"06:18","0.993",""
"06:19","1",""
"06:20","1.019",""
"06:21","0.995",""
"06:22","1.003",""
"06:23","1.036",""
"06:24","1.026",""
"06:25","1.02",""
"06:26","1.018",""
"06:27","1.007",""
"06:28","1.016",""
"06:29","1.186",""
"06:30","1.842",""
"06:31","1.179",""
"06:32","1.02",""
"06:33","1.02",""
"06:34","1.02",""
"06:35","1.019",""
"06:36","0.983",""
"06:37","1.019",""
"06:38","1.019",""
"06:39","1.019",""
"06:40","1.019",""
"06:41","0.96",""
"06:42","0.978",""
"06:43","1.043",""
"06:44","1.014",""
"06:45","0.989",""
"06:46","0.993",""
"06:47","0.992",""
"06:48","0.952",""
"06:49","0.984",""
"06:50","1.009",""
"06:51","1.038",""
"06:52","1.012",""
"06:53","1.019",""
"06:54","1.033",""
"06:55","1.02",""
"06:56","1.02",""
"06:57","1.02",""
"06:58","1.02",""
"06:59","1.017",""
"07:00","0.97",""
"07:01","1.011",""
"07:02","1.019",""
"07:03","1.02",""
"07:04","1.019",""
"07:05","1.021",""
"07:06","1.019",""
"07:07","1.082",""
"07:08","1.028",""
"07:09","1.019",""
"07:10","1.02",""
"07:11","1.02",""
"07:12","1.02",""
"07:13","1.01",""
"07:14","1.008",""
"07:15","1.027",""
"07:16","0.993",""
"07:17","1.02",""
"07:18","1.036",""
"07:19","1.053",""
"07:20","0.99",""
"07:21","1.02",""
"07:22","1.02",""
"07:23","1.02",""
"07:24","1.02",""
"07:25","1.02",""
"07:26","1.005",""
"07:27","1.014",""
"07:28","1.02",""
"07:29","1.02",""
"07:30","1.02",""
"07:31","1.02",""
"07:32","1.02",""
"07:33","1",""
"07:34","0.999",""
"07:35","0.998",""
"07:36","1.009",""
"07:37","1.01",""
"07:38","1.02",""
"07:39","1.02",""
"07:40","1.02",""
"07:41","0.998",""
"07:42","1",""
"07:43","1.02",""
"07:44","1.019",""
"07:45","1.019",""
"07:46","1.062",""
"07:47","1.047",""
"07:48","1.035",""
"07:49","1.026",""
"07:50","1.018",""
"07:51","1.022",""
"07:52","0.995",""
"07:53","1.003",""
"07:54","1.017",""
"07:55","1.04",""
"07:56","1.025",""
"07:57","1.03",""
"07:58","0.988",""
"07:59","1.019",""
"08:00","1.02",""
"08:01","1.02",""
"08:02","1.02",""
"08:03","1.02",""
"08:04","1.02",""
"08:05","1.02",""
"08:06","1.02",""
"08:07","1.02",""
"08:08","1.02",""
"08:09","1.02",""
"08:10","1.02",""
"08:11","1.019",""
"08:12","1.02",""
"08:13","1.02",""
"08:14","1.02",""
"08:15","1.029",""
"08:16","1.032",""
"08:17","1.02",""
"08:18","1.021",""
"08:19","1.019",""
"08:20","1.02",""
"08:21","1.02",""
"08:22","1.02",""
"08:23","0.996",""
"08:24","1.002",""
"08:25","1.02",""
"08:26","1.02",""
"08:27","1.019",""
"08:28","1.021",""
"08:29","1.02",""
"08:30","1.02",""
"08:31","1.02",""
"08:32","1.02",""
"08:33","1.02",""
"08:34","1.017",""
"08:35","1.002",""
"08:36","1.018",""
"08:37","1",""
"08:38","1.021",""
"08:39","1.019",""
"08:40","1.02",""
"08:41","1.02",""
"08:42","1.02",""
"08:43","1.02",""
"08:44","1.02",""
"08:45","1.02",""
"08:46","1.02",""
"08:47","1.02",""
"08:48","1.019",""
"08:49","1.021",""
"08:50","1.019",""
"08:51","1.006",""
"08:52","1.014",""
"08:53","1.019",""
"08:54","1.005",""
"08:55","1.013",""
"08:56","1.02",""
"08:57","1.02",""
"08:58","1.02",""
"08:59","1.02",""
"09:00","1.02",""
"09:01","1.02",""
"09:02","1.019",""
"09:03","1.018",""
"09:04","1.041",""
"09:05","1.073",""
"09:06","1.014",""
"09:07","1.011",""
"09:08","1.02",""
"09:09","1.02",""
"09:10","1.016",""
"09:11","0.981",""
"09:12","1.083",""
"09:13","0.987",""
"09:14","1.037",""
"09:15","1.101",""
"09:16","1.032",""
"09:17","1.019",""
"09:18","1.02",""
"09:19","1.019",""
"09:20","0.985",""
"09:21","1.41",""
"09:22","1.17",""
"09:23","1.005",""
"09:24","1.018",""
"09:25","1.022",""
"09:26","1.018",""
"09:27","1.02",""
"09:28","1.039",""
"09:29","1.036",""
"09:30","1.004",""
"09:31","0.99",""
"09:32","1.043",""
"09:33","1.018",""
"09:34","1.02",""
"09:35","0.993",""
"09:36","1.009",""
"09:37","1.02",""
"09:38","1.017",""
"09:39","1.02",""
"09:40","1.018",""
"09:41","1.049",""
"09:42","1.047",""
"09:43","1.021",""
"09:44","1.005",""
"09:45","1.014",""
"09:46","1.02",""
"09:47","1.02",""
"09:48","1.02",""
"09:49","1.02",""
"09:50","1.02",""
"09:51","1.02",""
"09:52","1.02",""
"09:53","1.02",""
"09:54","1.019",""
"09:55","1.031",""
"09:56","1.031",""
"09:57","1.025",""
"09:58","1.047",""
"09:59","1.019",""
"10:00","1.02",""
"10:01","1.003",""
"10:02","0.995",""
"10:03","1",""
"10:04","1.004",""
