"Relative Time","acker:Pass","acker_showstopper:Pass"
"03:33","48","0"
"03:34","45","0"
"03:35","48","0"
"03:36","50","0"
"03:37","48","0"
"03:38","49","0"
"03:39","47","0"
"03:40","49","0"
"03:41","47","0"
"03:42","47","0"
"03:43","48","0"
"03:44","48","0"
"03:45","48","0"
"03:46","47","0"
"03:47","47","0"
"03:48","48","0"
"03:49","50","0"
"03:50","47","0"
"03:51","48","0"
"03:52","49","0"
"03:53","48","0"
"03:54","48","0"
"03:55","48","0"
"03:56","49","0"
"03:57","47","0"
"03:58","47","0"
"03:59","53","0"
"04:00","48","0"
"04:01","48","0"
"04:02","49","0"
"04:03","50","0"
"04:04","49","0"
"04:05","48","0"
"04:06","46","0"
"04:07","49","0"
"04:08","48","0"
"04:09","48","0"
"04:10","48","0"
"04:11","48","0"
"04:12","48","0"
"04:13","48","0"
"04:14","48","0"
"04:15","48","0"
"04:16","48","0"
"04:17","46","0"
"04:18","48","0"
"04:19","49","0"
"04:20","48","0"
"04:21","48","0"
"04:22","48","0"
"04:23","49","0"
"04:24","50","0"
"04:25","48","0"
"04:26","48","0"
"04:27","48","0"
"04:28","48","0"
"04:29","48","0"
"04:30","47","0"
"04:31","47","0"
"04:32","48","0"
"04:33","48","0"
"04:34","46","0"
"04:35","48","0"
"04:36","48","0"
"04:37","48","0"
"04:38","48","0"
"04:39","48","0"
"04:40","48","0"
"04:41","48","0"
"04:42","47","0"
"04:43","48","0"
"04:44","48","0"
"04:45","48","0"
"04:46","48","0"
"04:47","48","0"
"04:48","49","0"
"04:49","49","0"
"04:50","48","0"
"04:51","48","0"
"04:52","48","0"
"04:53","48","0"
"04:54","48","0"
"04:55","48","0"
"04:56","47","0"
"04:57","49","0"
"04:58","49","0"
"04:59","50","0"
"05:00","49","0"
"05:01","46","0"
"05:02","47","1"
"05:03","48","0"
"05:04","48","0"
"05:05","48","0"
"05:06","48","0"
"05:07","48","0"
"05:08","48","0"
"05:09","48","0"
"05:10","48","0"
"05:11","47","0"
"05:12","48","0"
"05:13","48","0"
"05:14","48","0"
"05:15","48","0"
"05:16","48","0"
"05:17","48","0"
"05:18","48","0"
"05:19","49","0"
"05:20","48","0"
"05:21","48","0"
"05:22","48","0"
"05:23","48","0"
"05:24","48","0"
"05:25","49","0"
"05:26","48","0"
"05:27","47","0"
"05:28","47","0"
"05:29","50","0"
"05:30","47","0"
"05:31","48","0"
"05:32","48","0"
"05:33","48","0"
"05:34","48","0"
"05:35","48","0"
"05:36","48","0"
"05:37","48","0"
"05:38","48","0"
"05:39","48","0"
"05:40","49","0"
"05:41","48","0"
"05:42","48","0"
"05:43","48","0"
"05:44","48","0"
"05:45","48","0"
"05:46","48","0"
"05:47","51","0"
"05:48","48","0"
"05:49","51","0"
"05:50","47","0"
"05:51","50","0"
"05:52","48","0"
"05:53","48","0"
"05:54","48","0"
"05:55","48","0"
"05:56","47","0"
"05:57","48","0"
"05:58","48","0"
"05:59","48","0"
"06:00","51","0"
"06:01","50","0"
"06:02","48","0"
"06:03","48","0"
"06:04","48","0"
"06:05","51","0"
"06:06","48","0"
"06:07","48","0"
"06:08","48","0"
"06:09","48","0"
"06:10","48","0"
"06:11","48","0"
"06:12","48","0"
"06:13","47","0"
"06:14","45","0"
"06:15","50","0"
"06:16","49","0"
"06:17","50","0"
"06:18","48","0"
"06:19","49","0"
"06:20","48","0"
"06:21","50","0"
"06:22","48","0"
"06:23","47","0"
"06:24","48","0"
"06:25","48","0"
"06:26","48","0"
"06:27","49","0"
"06:28","47","0"
"06:29","19","0"
"06:30","37","0"
"06:31","48","0"
"06:32","48","0"
"06:33","48","0"
"06:34","48","0"
"06:35","48","0"
"06:36","50","0"
"06:37","49","0"
"06:38","47","0"
"06:39","48","0"
"06:40","48","0"
"06:41","52","0"
"06:42","48","0"
"06:43","48","0"
"06:44","49","0"
"06:45","50","0"
"06:46","48","0"
"06:47","51","0"
"06:48","51","0"
"06:49","49","0"
"06:50","48","0"
"06:51","47","0"
"06:52","49","0"
"06:53","47","0"
"06:54","48","0"
"06:55","48","0"
"06:56","48","0"
"06:57","48","0"
"06:58","48","0"
"06:59","50","0"
"07:00","49","0"
"07:01","48","0"
"07:02","48","0"
"07:03","48","0"
"07:04","48","0"
"07:05","48","0"
"07:06","48","0"
"07:07","45","0"
"07:08","48","0"
"07:09","48","0"
"07:10","48","0"
"07:11","48","0"
"07:12","48","0"
"07:13","49","0"
"07:14","48","0"
"07:15","48","0"
"07:16","49","0"
"07:17","48","0"
"07:18","45","0"
"07:19","51","0"
"07:20","47","0"
"07:21","48","0"
"07:22","48","0"
"07:23","48","0"
"07:24","48","0"
"07:25","48","0"
"07:26","49","0"
"07:27","48","0"
"07:28","48","0"
"07:29","48","0"
"07:30","48","0"
"07:31","48","0"
"07:32","48","0"
"07:33","49","0"
"07:34","50","0"
"07:35","48","0"
"07:36","49","0"
"07:37","48","0"
"07:38","48","0"
"07:39","48","0"
"07:40","48","0"
"07:41","50","0"
"07:42","48","0"
"07:43","48","0"
"07:44","48","0"
"07:45","48","0"
"07:46","45","0"
"07:47","48","0"
"07:48","47","0"
"07:49","48","0"
"07:50","48","0"
"07:51","48","0"
"07:52","50","0"
"07:53","48","0"
"07:54","48","0"
"07:55","47","0"
"07:56","48","0"
"07:57","49","0"
"07:58","48","0"
"07:59","48","0"
"08:00","48","0"
"08:01","48","0"
"08:02","48","0"
"08:03","48","0"
"08:04","48","0"
"08:05","48","0"
"08:06","48","0"
"08:07","48","0"
"08:08","48","0"
"08:09","48","0"
"08:10","48","0"
"08:11","48","0"
"08:12","48","0"
"08:13","48","0"
"08:14","48","0"
"08:15","47","0"
"08:16","48","0"
"08:17","48","0"
"08:18","48","0"
"08:19","48","0"
"08:20","48","0"
"08:21","48","0"
"08:22","48","0"
"08:23","50","0"
"08:24","48","0"
"08:25","48","0"
"08:26","48","0"
"08:27","48","0"
"08:28","48","0"
"08:29","48","0"
"08:30","48","0"
"08:31","48","0"
"08:32","48","0"
"08:33","48","0"
"08:34","49","0"
"08:35","48","0"
"08:36","48","0"
"08:37","49","0"
"08:38","48","0"
"08:39","48","0"
"08:40","48","0"
"08:41","48","0"
"08:42","48","0"
"08:43","48","0"
"08:44","48","0"
"08:45","48","0"
"08:46","48","0"
"08:47","48","0"
"08:48","48","0"
"08:49","48","0"
"08:50","48","0"
"08:51","49","0"
"08:52","48","0"
"08:53","48","0"
"08:54","49","0"
"08:55","48","0"
"08:56","48","0"
"08:57","48","0"
"08:58","48","0"
"08:59","48","0"
"09:00","48","0"
"09:01","48","0"
"09:02","48","0"
"09:03","48","0"
"09:04","46","0"
"09:05","47","0"
"09:06","49","0"
"09:07","48","0"
"09:08","48","0"
"09:09","48","0"
"09:10","50","0"
"09:11","46","0"
"09:12","46","0"
"09:13","53","0"
"09:14","44","0"
"09:15","45","0"
"09:16","48","0"
"09:17","48","0"
"09:18","48","0"
"09:19","48","0"
"09:20","43","0"
"09:21","34","0"
"09:22","49","0"
"09:23","48","0"
"09:24","48","0"
"09:25","48","0"
"09:26","48","0"
"09:27","48","0"
"09:28","46","0"
"09:29","48","0"
"09:30","50","0"
"09:31","47","0"
"09:32","48","0"
"09:33","48","0"
"09:34","48","0"
"09:35","51","0"
"09:36","46","0"
"09:37","49","0"
"09:38","48","0"
"09:39","48","0"
"09:40","48","0"
"09:41","46","0"
"09:42","48","0"
"09:43","48","0"
"09:44","49","0"
"09:45","48","0"
"09:46","48","0"
"09:47","48","0"
"09:48","48","0"
"09:49","48","0"
"09:50","48","0"
"09:51","48","0"
"09:52","48","0"
"09:53","48","0"
"09:54","48","0"
"09:55","47","0"
"09:56","48","0"
"09:57","46","0"
"09:58","48","0"
"09:59","48","0"
"10:00","48","0"
"10:01","50","0"
"10:02","48","0"
"10:03","49","0"
"10:04","50","0"
"10:05","0","0"
"10:06","0","0"
