"Relative Time","% Committed Bytes In Use (Memory):viccbiostat096","% Disk Read Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Time (PhysicalDisk _Total):viccbiostat096","% Disk Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Write Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (Processor _Total):viccbiostat096","% Processor Time (Processor _Total):viccbiostat096","Available MBytes (Memory):viccbiostat096","Avg. Disk sec/Transfer (PhysicalDisk 0 C|):viccbiostat096","Private Bytes (Process ubuntu):viccbiostat096","Thread Count (Process ubuntu):viccbiostat096","Virtual Bytes (Process ubuntu):viccbiostat096"
"02:50","20.198","0","0.088","0.177","0.177","99.856","93.95","4.533","","0","","",""
"02:52","","","","","","","","","103635","","2371584","3","4294967000"
"02:53","20.198","0","0.185","0.37","0.37","99.656","93.585","4.601","","0","","",""
"02:55","","","","","","","","","103635","","2371584","3","4294967000"
"02:56","20.198","0","0.103","0.207","0.207","99.736","93.773","5.071","","0","","",""
"02:58","","","","","","","","","103634","","2371584","3","4294967000"
"02:59","20.201","0","0.146","0.292","0.292","99.744","93.776","4.355","","0","","",""
"03:01","","","","","","","","","103631","","2371584","3","4294967000"
"03:02","20.203","0","0.137","0.274","0.274","99.654","93.455","4.83","","0","","",""
"03:04","","","","","","","","","103631","","2437120","5","4294967000"
"03:05","20.205","","","","","","","","","","","",""
"03:06","","0","0.135","0.27","0.27","99.788","93.827","4.845","","0","","",""
"03:07","","","","","","","","","103627","","","",""
"03:08","20.208","","","","","","","","","","2437120","5","4294967000"
"03:09","","0","0.229","0.459","0.459","99.553","93.548","4.992","","0","","",""
"03:10","","","","","","","","","103625","","","",""
"03:11","","","","","","","","","","","2437120","5","4294967000"
"03:12","20.206","0","0.245","0.49","0.49","99.4","93.712","4.894","","0","","",""
"03:14","","","","","","","","","103629","","2437120","5","4294967000"
"03:15","20.207","0","0.373","0.746","0.746","99.163","93.586","4.501","","0","","",""
"03:17","","","","","","","","","103623","","2437120","5","4294967000"
"03:18","20.209","0","0.673","1.328","1.328","98.603","93.464","5","","0","","",""
"03:20","","","","","","","","","103617","","2437120","5","4294967000"
"03:21","20.202","0","0.291","0.571","0.571","99.158","93.728","4.991","","0","","",""
"03:23","","","","","","","","","103629","","2437120","5","4294967000"
"03:24","20.205","0","0.301","0.601","0.601","99.349","93.523","4.821","","0","","",""
"03:26","","","","","","","","","103623","","2437120","5","4294967000"
"03:27","20.203","0","0.159","0.317","0.317","99.634","93.75","4.814","","0","","",""
"03:29","","","","","","","","","103626","","2437120","5","4294967000"
"03:30","20.204","0","0.113","0.226","0.226","99.803","93.5","4.96","","0","","",""
"03:32","","","","","","","","","103627","","2437120","5","4294967000"
"03:33","20.207","0","0.761","1.523","1.523","98.396","93.745","5.125","","0","","",""
"03:35","","","","","","","","","103627","","2437120","5","4294967000"
"03:36","20.208","0","0.084","0.168","0.168","99.833","93.644","4.194","","0","","",""
"03:38","","","","","","","","","103611","","2437120","5","4294967000"
"03:39","20.211","0","0.071","0.141","0.141","99.811","93.488","5.172","","0","","",""
"03:41","","","","","","","","","103614","","2437120","5","4294967000"
"03:42","20.214","0","0.11","0.221","0.221","99.837","93.903","4.686","","0","","",""
"03:44","","","","","","","","","103615","","2437120","5","4294967000"
"03:45","20.215","0","0.09","0.179","0.179","99.826","93.733","5.01","","0","","",""
"03:47","","","","","","","","","103614","","2437120","5","4294967000"
"03:48","20.217","0","0.153","0.306","0.306","99.712","93.774","5.445","","0","","",""
"03:50","","","","","","","","","103611","","2437120","5","4294967000"
"03:51","20.221","0","0.126","0.252","0.252","99.693","93.821","4.937","","0","","",""
"03:53","","","","","","","","","103608","","2437120","5","4294967000"
"03:54","20.221","0","0.121","0.242","0.242","99.744","93.724","4.206","","0","","",""
"03:56","","","","","","","","","103604","","2437120","5","4294967000"
"03:57","20.223","0","0.088","0.175","0.175","99.803","93.944","4.707","","0","","",""
"03:59","","","","","","","","","103603","","2437120","5","4294967000"
"04:00","20.219","0","0.118","0.235","0.235","99.737","93.483","5.27","","0","","",""
"04:02","","","","","","","","","103609","","2437120","5","4294967000"
"04:03","20.22","0","0.138","0.276","0.276","99.796","93.937","4.39","","0","","",""
"04:05","","","","","","","","","103604","","2441216","5","4294967000"
"04:06","20.22","0","0.138","0.261","0.261","99.654","93.596","5.217","","0","","",""
"04:08","","","","","","","","","103603","","2441216","5","4294967000"
"04:09","20.221","0","0.123","0.234","0.234","99.749","93.788","4.578","","0","","",""
"04:11","","","","","","","","","103602","","2441216","5","4294967000"
"04:12","20.221","0","0.127","0.251","0.251","99.641","93.88","4.92","","0","","",""
"04:14","","","","","","","","","103601","","2441216","5","4294967000"
"04:15","20.218","0","0.293","0.587","0.587","99.353","93.669","5.244","","0","","",""
"04:17","","","","","","","","","103606","","2441216","5","4294967000"
"04:18","20.22","0","0.1","0.201","0.201","99.779","93.908","4.264","","0","","",""
"04:20","","","","","","","","","103605","","2441216","5","4294967000"
"04:21","20.221","0","0.139","0.278","0.278","99.655","93.785","4.568","","0","","",""
"04:23","","","","","","","","","103604","","2441216","5","4294967000"
"04:24","20.224","0","0.118","0.236","0.236","99.733","93.983","4.952","","0","","",""
"04:26","","","","","","","","","103598","","2441216","5","4294967000"
"04:27","20.226","0","0.053","0.106","0.106","99.883","93.781","4.885","","0","","",""
"04:29","","","","","","","","","103594","","2441216","5","4294967000"
"04:30","20.23","0","0.129","0.257","0.257","99.708","93.512","4.727","","0","","",""
"04:32","","","","","","","","","103585","","2441216","5","4294967000"
"04:33","20.231","0","0.117","0.235","0.235","99.675","94.031","4.839","","0","","",""
"04:35","","","","","","","","","103579","","2441216","5","4294967000"
"04:36","20.232","0","0.105","0.21","0.21","99.84","93.787","5.007","","0","","",""
"04:38","","","","","","","","","103579","","2441216","5","4294967000"
"04:39","20.231","0.012","0.118","0.237","0.225","99.745","93.754","4.64","","0","","",""
"04:41","","","","","","","","","103579","","2441216","5","4294967000"
"04:42","20.231","0","0.075","0.151","0.151","99.872","93.913","4.577","","0","","",""
"04:44","","","","","","","","","103581","","2441216","5","4294967000"
"04:45","20.233","0","0.123","0.224","0.224","99.745","93.863","5.136","","0","","",""
"04:47","","","","","","","","","103581","","2408448","4","4294967000"
"04:48","20.233","0","0.094","0.184","0.184","99.784","93.941","4.016","","0","","",""
"04:50","","","","","","","","","103580","","2408448","4","4294967000"
"04:51","20.234","0","0.118","0.221","0.221","99.805","93.826","4.967","","0","","",""
"04:53","","","","","","","","","103579","","2408448","4","4294967000"
"04:54","20.237","0","0.101","0.199","0.199","99.765","93.96","4.893","","0","","",""
"04:56","","","","","","","","","103575","","2408448","4","4294967000"
"04:57","20.238","0","0.079","0.158","0.158","99.807","93.738","4.22","","0","","",""
"04:59","","","","","","","","","103573","","2408448","4","4294967000"
"05:00","20.237","0.009","0.114","0.228","0.219","99.809","93.021","5.102","","0","","",""
"05:02","","","","","","","","","103571","","2408448","4","4294967000"
"05:03","20.248","0","0.109","0.218","0.218","99.705","94.859","3.855","","0","","",""
"05:05","","","","","","","","","103563","","2408448","4","4294967000"
"05:06","20.252","0","0.216","0.424","0.424","99.596","95.826","2.947","","0","","",""
"05:08","","","","","","","","","103556","","2408448","4","4294967000"
"05:09","20.256","0","0.066","0.121","0.121","99.835","95.836","3.217","","0","","",""
"05:11","","","","","","","","","103544","","2408448","4","4294967000"
"05:12","20.258","0","0.069","0.136","0.136","99.866","95.89","3.232","","0","","",""
"05:14","","","","","","","","","103544","","2408448","4","4294967000"
"05:15","20.259","0","0.059","0.118","0.118","99.761","95.856","3.458","","0","","",""
"05:17","","","","","","","","","103541","","2408448","4","4294967000"
"05:18","20.262","0","0.041","0.081","0.081","99.909","95.957","3.15","","0","","",""
"05:20","","","","","","","","","103541","","2408448","4","4294967000"
"05:21","20.262","0","0.025","0.05","0.05","99.966","95.946","3.779","","0","","",""
"05:23","","","","","","","","","103541","","2408448","4","4294967000"
"05:24","20.263","0","0.033","0.067","0.067","99.868","95.907","3.435","","0","","",""
"05:26","","","","","","","","","103539","","2408448","4","4294967000"
"05:27","20.264","0","0.044","0.088","0.088","99.915","95.917","2.653","","0","","",""
"05:29","","","","","","","","","103538","","2408448","4","4294967000"
"05:30","20.265","0","0.065","0.13","0.13","99.84","94.375","4.444","","0","","",""
"05:32","","","","","","","","","103536","","2408448","4","4294967000"
"05:33","20.283","0.029","0.538","1.075","1.046","98.426","94.108","4.313","","0","","",""
"05:35","","","","","","","","","103511","","2408448","4","4294967000"
"05:36","20.301","0","0.068","0.135","0.135","99.765","95.905","3.835","","0","","",""
"05:38","","","","","","","","","103471","","2408448","4","4294967000"
"05:39","20.303","0","0.169","0.338","0.338","99.508","95.756","2.982","","0","","",""
"05:41","","","","","","","","","103471","","2408448","4","4294967000"
"05:42","20.304","0","0.081","0.161","0.161","99.739","95.759","3.312","","0","","",""
"05:44","","","","","","","","","103472","","2408448","4","4294967000"
"05:45","20.306","0","0.032","0.064","0.064","99.832","95.987","3.731","","0","","",""
"05:47","","","","","","","","","103471","","2408448","4","4294967000"
"05:48","20.307","0","0.034","0.067","0.067","99.977","95.904","3.267","","0","","",""
"05:50","","","","","","","","","103471","","2408448","4","4294967000"
"05:51","20.307","0","0.028","0.057","0.057","99.907","95.943","3.471","","0","","",""
"05:53","","","","","","","","","103472","","2371584","3","4294967000"
"05:54","20.309","0","0.028","0.057","0.057","99.956","95.986","2.485","","0","","",""
"05:56","","","","","","","","","103470","","2371584","3","4294967000"
"05:57","20.311","0","0.037","0.074","0.074","99.893","95.953","3.701","","0","","",""
"05:59","","","","","","","","","103470","","2371584","3","4294967000"
"06:00","20.313","0","0.05","0.101","0.101","99.875","95.738","3.394","","0","","",""
"06:02","","","","","","","","","103469","","2371584","3","4294967000"
"06:03","20.315","0","0.047","0.095","0.095","99.88","95.926","3.136","","0","","",""
"06:05","","","","","","","","","103466","","2371584","3","4294967000"
"06:06","20.316","0","0.061","0.121","0.121","99.867","95.911","3.25","","0.001","","",""
"06:08","","","","","","","","","103464","","2371584","3","4294967000"
"06:09","20.317","0.014","0.067","0.135","0.121","99.807","95.631","3.278","","0","","",""
"06:11","","","","","","","","","103460","","2371584","3","4294967000"
"06:12","20.324","0","0.066","0.132","0.132","99.811","95.897","3.176","","0","","",""
"06:14","","","","","","","","","103458","","2371584","3","4294967000"
"06:15","20.326","0","0.531","1.062","1.062","98.777","95.696","3.353","","0","","",""
"06:17","","","","","","","","","103455","","2371584","3","4294967000"
"06:18","20.324","0","0.071","0.143","0.143","99.785","95.992","3.18","","0","","",""
"06:20","","","","","","","","","103447","","2371584","3","4294967000"
"06:21","20.325","0","0.048","0.096","0.096","99.873","96.004","3.309","","0","","",""
"06:23","","","","","","","","","103447","","2371584","3","4294967000"
"06:24","20.326","0","0.046","0.093","0.093","99.842","95.752","3.471","","0","","",""
"06:26","","","","","","","","","103447","","2371584","3","4294967000"
"06:27","20.321","0","0.051","0.103","0.103","99.922","96.084","3.209","","0","","",""
"06:29","","","","","","","","","103455","","2371584","3","4294967000"
"06:30","20.322","0","0.04","0.08","0.08","99.907","95.755","3.327","","0","","",""
"06:32","","","","","","","","","103454","","2371584","3","4294967000"
"06:33","20.324","0.034","0.086","0.173","0.139","99.736","96.017","3.214","","0","","",""
"06:35","","","","","","","","","103454","","2371584","3","4294967000"
"06:36","20.324","0","0.023","0.047","0.047","99.94","95.85","3.487","","0","","",""
"06:38","","","","","","","","","103453","","2371584","3","4294967000"
"06:39","20.321","0","0.026","0.052","0.052","99.976","95.984","3.236","","0","","",""
"06:41","","","","","","","","","103455","","2371584","3","4294967000"
"06:42","20.323","0","0.063","0.126","0.126","99.88","96.091","3.118","","0","","",""
"06:44","","","","","","","","","103454","","2371584","3","4294967000"
"06:45","20.324","0","0.038","0.077","0.077","99.856","95.897","3.306","","0","","",""
"06:47","","","","","","","","","103453","","2371584","3","4294967000"
"06:48","20.323","0","0.125","0.25","0.25","99.606","95.998","2.762","","0","","",""
"06:50","","","","","","","","","103452","","2371584","3","4294967000"
"06:51","20.325","0","0.035","0.071","0.071","99.931","95.764","3.333","","0","","",""
"06:53","","","","","","","","","103451","","2371584","3","4294967000"
"06:54","20.32","0","0.036","0.072","0.072","99.899","95.999","4.031","","0","","",""
"06:56","","","","","","","","","103449","","2371584","3","4294967000"
"06:57","20.32","0","0.021","0.043","0.043","99.933","95.957","2.512","","0","","",""
"06:59","","","","","","","","","103448","","2371584","3","4294967000"
"07:00","20.321","0","0.049","0.099","0.099","99.89","95.811","3.628","","0","","",""
"07:02","","","","","","","","","103447","","2371584","3","4294967000"
"07:03","20.317","0","0.165","0.33","0.33","99.523","95.834","3.198","","0","","",""
"07:05","","","","","","","","","103451","","2371584","3","4294967000"
"07:06","20.327","0","0.087","0.175","0.175","99.72","95.837","3.18","","0","","",""
"07:08","","","","","","","","","103451","","2371584","3","4294967000"
"07:09","20.33","0","1.528","3.055","3.055","89.541","94.657","4.414","","0","","",""
"07:11","","","","","","","","","103450","","2371584","3","4294967000"
"07:12","20.335","0","0.188","0.377","0.377","99.403","95.779","2.948","","0","","",""
"07:14","","","","","","","","","103439","","2371584","3","4294967000"
"07:15","20.338","0","0.222","0.445","0.445","98.761","95.926","3.057","","0","","",""
"07:17","","","","","","","","","103438","","2371584","3","4294967000"
"07:18","20.338","0","0.09","0.18","0.18","99.805","96.032","3.209","","0","","",""
"07:20","","","","","","","","","103438","","2371584","3","4294967000"
"07:21","20.341","0","0.497","0.993","0.993","98.859","95.219","3.785","","0","","",""
"07:23","","","","","","","","","103436","","2371584","3","4294967000"
"07:24","20.34","0","0.096","0.193","0.193","99.764","96.08","3.993","","0","","",""
"07:26","","","","","","","","","103437","","2371584","3","4294967000"
"07:27","20.342","0","0.054","0.107","0.107","99.864","95.828","2.832","","0","","",""
"07:29","","","","","","","","","103436","","2371584","3","4294967000"
"07:30","20.343","0","0.058","0.116","0.116","99.885","95.949","3.152","","0","","",""
"07:32","","","","","","","","","103433","","2371584","3","4294967000"
"07:33","20.342","0","0.086","0.172","0.172","99.716","95.577","3.651","","0","","",""
"07:35","","","","","","","","","103434","","2371584","3","4294967000"
"07:36","20.327","0","0.027","0.054","0.054","99.909","95.848","3.855","","0","","",""
"07:38","","","","","","","","","103448","","2371584","3","4294967000"
"07:39","20.329","0","0.272","0.544","0.544","99.183","95.532","3.464","","0","","",""
"07:41","","","","","","","","","103449","","2371584","3","4294967000"
"07:42","20.331","0","0.099","0.198","0.198","99.631","95.785","2.927","","0","","",""
"07:44","","","","","","","","","103447","","2371584","3","4294967000"
"07:45","20.335","0","0.006","0.012","0.012","99.962","95.992","3.651","","0","","",""
"07:47","","","","","","","","","103450","","2371584","3","4294967000"
"07:48","20.335","0","0.049","0.099","0.099","99.867","95.875","3.432","","0","","",""
"07:50","","","","","","","","","103450","","2371584","3","4294967000"
"07:51","20.337","0","0.061","0.123","0.123","99.875","95.856","2.822","","0","","",""
"07:53","","","","","","","","","103450","","2371584","3","4294967000"
"07:54","20.34","0","0.359","0.718","0.718","99.293","95.952","3.306","","0.002","","",""
"07:56","","","","","","","","","103449","","2371584","3","4294967000"
"07:57","20.341","0","0.037","0.074","0.074","99.872","95.974","3.04","","0","","",""
"07:59","","","","","","","","","103449","","2371584","3","4294967000"
"08:00","20.337","0","0.068","0.121","0.121","99.854","95.987","3.681","","0","","",""
"08:02","","","","","","","","","103452","","2371584","3","4294967000"
"08:03","20.338","0","0.22","0.441","0.441","99.183","94.116","4.286","","0","","",""
"08:05","","","","","","","","","103452","","2424832","5","4294967000"
"08:06","20.334","0","0.127","0.241","0.241","99.716","94.083","4.466","","0","","",""
"08:08","","","","","","","","","103451","","2424832","5","4294967000"
"08:09","20.331","0.065","0.193","0.387","0.322","99.401","93.624","4.683","","0","","",""
"08:11","","","","","","","","","103445","","2424832","5","4294967000"
"08:12","20.334","0","0.125","0.25","0.25","99.691","93.612","5.065","","0","","",""
"08:14","","","","","","","","","103441","","2424832","5","4294967000"
"08:15","20.338","0","0.146","0.293","0.293","99.779","93.987","4.256","","0","","",""
"08:17","","","","","","","","","103437","","2424832","5","4294967000"
"08:18","20.339","0","0.093","0.186","0.186","99.789","93.966","4.778","","0","","",""
"08:20","","","","","","","","","103435","","2424832","5","4294967000"
"08:21","20.339","0","0.155","0.309","0.309","99.521","93.893","4.868","","0","","",""
"08:23","","","","","","","","","103431","","2424832","5","4294967000"
"08:24","20.339","0","0.52","1.04","1.04","98.939","93.789","4.857","","0","","",""
"08:26","","","","","","","","","103423","","2424832","5","4294967000"
"08:27","20.342","0","0.081","0.163","0.163","99.827","93.662","4.602","","0","","",""
"08:29","","","","","","","","","103420","","2424832","5","4294967000"
"08:30","20.343","0","0.192","0.384","0.384","99.667","94.054","4.9","","0","","",""
"08:32","","","","","","","","","103419","","2424832","5","4294967000"
"08:33","20.344","0","0.114","0.227","0.227","99.701","93.826","4.881","","0","","",""
"08:35","","","","","","","","","103419","","2424832","5","4294967000"
"08:36","20.346","0","0.124","0.247","0.247","99.685","93.801","4.609","","0","","",""
"08:38","","","","","","","","","103417","","2424832","5","4294967000"
"08:39","20.345","0","0.116","0.233","0.233","99.796","93.788","4.611","","0","","",""
"08:41","","","","","","","","","103418","","2424832","5","4294967000"
"08:42","20.349","0","0.072","0.145","0.145","99.874","93.788","4.356","","0","","",""
"08:44","","","","","","","","","103416","","2424832","5","4294967000"
"08:45","20.35","0","0.116","0.232","0.232","99.691","93.819","4.682","","0","","",""
"08:47","","","","","","","","","103416","","2424832","5","4294967000"
"08:48","20.353","0","0.142","0.284","0.284","99.798","93.835","4.857","","0","","",""
"08:50","","","","","","","","","103414","","2424832","5","4294967000"
"08:51","20.355","0","0.085","0.171","0.171","99.812","94.002","4.592","","0","","",""
"08:53","","","","","","","","","103411","","2424832","5","4294967000"
"08:54","20.356","0","0.121","0.242","0.242","99.708","93.642","5.7","","0","","",""
"08:56","","","","","","","","","103410","","2424832","5","4294967000"
"08:57","20.357","0","0.092","0.185","0.185","99.827","94.067","4.206","","0","","",""
"08:59","","","","","","","","","103407","","2424832","5","4294967000"
"09:00","20.358","0","0.158","0.316","0.316","99.652","93.937","5.047","","0","","",""
"09:02","","","","","","","","","103406","","2424832","5","4294967000"
"09:03","20.357","0","0.106","0.211","0.211","99.743","93.676","4.966","","0","","",""
"09:05","","","","","","","","","103403","","2424832","5","4294967000"
"09:06","20.36","0","0.09","0.18","0.18","99.872","94.152","4.315","","0","","",""
"09:08","","","","","","","","","103399","","2424832","5","4294967000"
"09:09","20.362","0","0.107","0.213","0.213","99.771","93.853","4.8","","0","","",""
"09:11","","","","","","","","","103393","","2424832","5","4294967000"
"09:12","20.366","0","0.098","0.196","0.196","99.777","93.867","4.896","","0","","",""
"09:14","","","","","","","","","103387","","2400256","4","4294967000"
"09:15","20.366","0","0.257","0.513","0.513","99.158","88.453","9.034","","0","","",""
"09:17","","","","","","","","","103389","","2400256","4","4294967000"
"09:18","20.367","0","0.189","0.379","0.379","99.345","90.171","7.841","","0","","",""
