"Relative Time","acker"
"04:27","1.434"
"04:28","1.3"
"04:29","1.413"
"04:30","1.173"
"04:31","1.361"
"04:32","1.4"
"04:33","1.112"
"04:34","1.085"
"04:35","1.072"
"04:36","1.137"
"04:37","1.173"
"04:38","1.569"
"04:39","1.139"
"04:40","1.259"
"04:41","1.318"
"04:42","1.245"
"04:43","1.094"
"04:44","1.384"
"04:45","1.218"
"04:46","1.162"
"04:47","1.584"
"04:48","1.302"
"04:49","1.232"
"04:50","1.145"
"04:51","1.316"
"04:52","1.126"
"04:53","1.109"
"04:54","1.308"
"04:55","1.494"
"04:56","1.299"
"04:57","1.326"
"04:58","1.286"
"04:59","1.309"
"05:00","1.497"
"05:01","1.131"
"05:02","1.221"
"05:03","1.117"
"05:04","1.079"
"05:05","1.142"
"05:06","1.246"
"05:07","1.365"
"05:08","1.173"
"05:09","1.105"
"05:10","1.084"
"05:11","1.113"
"05:12","1.42"
"05:13","1.186"
"05:14","1.076"
"05:15","1.15"
"05:16","1.224"
"05:17","1.227"
"05:18","1.078"
"05:19","1.077"
"05:20","1.137"
"05:21","1.123"
"05:22","1.161"
"05:23","1.142"
"05:24","1.243"
"05:25","1.063"
"05:26","1.111"
"05:27","1.197"
"05:28","1.096"
"05:29","1.07"
"05:30","1.178"
"05:31","1.3"
"05:32","1.334"
"05:33","1.187"
"05:34","1.233"
"05:35","1.153"
"05:36","1.289"
"05:37","1.196"
"05:38","1.072"
"05:39","1.289"
"05:40","1.292"
"05:41","1.132"
"05:42","1.163"
"05:43","1.321"
"05:44","1.466"
"05:45","1.453"
"05:46","1.171"
"05:47","1.354"
"05:48","1.082"
"05:49","1.081"
"05:50","1.074"
"05:51","1.088"
"05:52","1.222"
"05:53","1.183"
"05:54","1.364"
"05:55","1.275"
"05:56","1.164"
"05:57","1.291"
"05:58","1.357"
"05:59","1.515"
"06:00","1.193"
"06:01","1.099"
"06:02","1.278"
"06:03","1.385"
"06:04","1.532"
"06:05","1.276"
"06:06","1.741"
"06:07","1.561"
"06:08","1.171"
"06:09","1.262"
"06:10","1.172"
"06:11","1.211"
"06:12","1.179"
"06:13","1.118"
"06:14","1.212"
"06:15","1.381"
"06:16","1.341"
"06:17","1.149"
"06:18","1.159"
"06:19","1.156"
"06:20","1.167"
"06:21","1.433"
"06:22","1.23"
"06:23","1.277"
"06:24","1.214"
"06:25","1.352"
"06:26","1.198"
"06:27","1.223"
"06:28","1.23"
"06:29","1.139"
"06:30","1.28"
"06:31","1.372"
"06:32","1.232"
"06:33","1.167"
"06:34","1.094"
"06:35","1.253"
"06:36","1.316"
"06:37","1.249"
"06:38","1.116"
"06:39","1.08"
"06:40","1.293"
"06:41","1.262"
"06:42","1.238"
"06:43","1.123"
"06:44","1.206"
"06:45","1.323"
"06:46","1.455"
"06:47","1.251"
"06:48","1.062"
"06:49","1.076"
"06:50","1.173"
"06:51","1.17"
"06:52","1.066"
"06:53","1.102"
"06:54","1.313"
"06:55","1.193"
"06:56","1.391"
"06:57","1.62"
"06:58","1.275"
"06:59","1.107"
"07:00","1.113"
"07:01","1.172"
"07:02","1.11"
"07:03","1.2"
"07:04","1.21"
"07:05","1.092"
"07:06","1.072"
"07:07","1.071"
"07:08","1.077"
"07:09","1.13"
"07:10","1.208"
"07:11","1.392"
"07:12","1.242"
"07:13","1.183"
"07:14","1.066"
"07:15","1.092"
"07:16","1.282"
"07:17","1.169"
"07:18","1.308"
"07:19","1.253"
"07:20","1.112"
"07:21","1.089"
"07:22","1.156"
"07:23","1.26"
"07:24","1.392"
"07:25","1.375"
"07:26","1.249"
"07:27","1.11"
"07:28","1.225"
"07:29","1.371"
"07:30","1.293"
"07:31","1.07"
"07:32","1.362"
"07:33","1.419"
"07:34","1.649"
"07:35","1.504"
"07:36","1.12"
"07:37","1.186"
"07:38","1.238"
"07:39","1.191"
"07:40","1.155"
"07:41","1.22"
"07:42","1.088"
"07:43","1.207"
"07:44","1.186"
"07:45","1.272"
"07:46","1.124"
"07:47","1.08"
"07:48","1.128"
"07:49","1.099"
"07:50","1.198"
"07:51","1.259"
"07:52","1.478"
"07:53","1.269"
"07:54","1.119"
"07:55","1.123"
"07:56","1.163"
"07:57","1.384"
"07:58","1.515"
"07:59","1.304"
"08:00","1.615"
"08:01","1.308"
"08:02","1.219"
"08:03","1.161"
"08:04","1.204"
"08:05","1.234"
"08:06","1.215"
"08:07","1.188"
"08:08","1.142"
"08:09","1.422"
"08:10","1.109"
"08:11","1.057"
"08:12","1.057"
"08:13","1.146"
"08:14","1.45"
"08:15","1.484"
"08:16","1.069"
"08:17","1.098"
"08:18","1.147"
"08:19","1.085"
"08:20","1.065"
"08:21","1.09"
"08:22","1.097"
"08:23","1.11"
"08:24","1.224"
"08:25","1.136"
"08:26","1.328"
"08:27","1.352"
"08:28","1.287"
"08:29","1.558"
"08:30","1.516"
"08:31","1.362"
"08:32","1.283"
"08:33","1.399"
"08:34","1.395"
"08:35","1.295"
"08:36","1.149"
"08:37","1.315"
"08:38","1.08"
"08:39","1.242"
"08:40","1.15"
"08:41","1.11"
"08:42","1.225"
"08:43","1.285"
"08:44","1.086"
"08:45","1.499"
"08:46","1.285"
"08:47","1.064"
"08:48","1.065"
"08:49","1.093"
"08:50","1.417"
"08:51","1.475"
"08:52","1.321"
"08:53","1.553"
"08:54","1.27"
"08:55","1.22"
"08:56","1.499"
"08:57","1.233"
"08:58","1.157"
"08:59","1.129"
"09:00","1.424"
"09:01","1.38"
"09:02","1.266"
"09:03","1.237"
"09:04","1.352"
"09:05","1.567"
"09:06","1.225"
"09:07","1.101"
"09:08","1.098"
"09:09","1.632"
"09:10","1.399"
"09:11","1.111"
"09:12","1.107"
"09:13","1.563"
"09:14","1.387"
"09:15","1.267"
"09:16","1.177"
"09:17","1.473"
"09:18","1.119"
"09:19","1.08"
"09:20","1.44"
"09:21","1.404"
"09:22","1.077"
"09:23","1.284"
"09:24","1.344"
"09:25","1.139"
"09:26","1.121"
"09:27","1.342"
"09:28","1.199"
"09:29","1.214"
"09:30","1.15"
"09:31","1.375"
"09:32","1.199"
"09:33","1.13"
"09:34","1.076"
"09:35","1.077"
"09:36","1.203"
"09:37","1.142"
"09:38","1.514"
"09:39","1.14"
"09:40","1.124"
"09:41","1.396"
"09:42","1.279"
"09:43","1.41"
"09:44","1.185"
"09:45","1.162"
"09:46","1.56"
"09:47","1.394"
"09:48","1.576"
"09:49","1.353"
"09:50","1.192"
"09:51","1.365"
"09:52","1.139"
"09:53","1.143"
"09:54","1.42"
"09:55","1.437"
"09:56","1.383"
"09:57","1.195"
"09:58","1.07"
"09:59","1.084"
"10:00","1.578"
"10:01","1.474"
"10:02","1.331"
"10:03","1.207"
"10:04","1.069"
"10:05","1.119"
"10:06","1.148"
"10:07","1.146"
"10:08","1.169"
"10:09","1.151"
"10:10","1.168"
"10:11","1.123"
"10:12","1.124"
"10:13","1.303"
"10:14","1.439"
"10:15","1.317"
"10:16","1.225"
"10:17","1.504"
"10:18","1.304"
"10:19","1.116"
"10:20","1.331"
"10:21","1.594"
"10:22","1.334"
"10:23","1.111"
"10:24","1.21"
"10:25","1.561"
"10:26","1.118"
"10:27","1.316"
"10:28","1.285"
"10:29","1.342"
"10:30","1.186"
"10:31","1.296"
"10:32","1.178"
"10:33","1.063"
"10:34","1.082"
"10:35","1.145"
"10:36","1.458"
"10:37","1.172"
"10:38","1.503"
"10:39","1.15"
"10:40","1.09"
"10:41","1.111"
"10:42","1.249"
"10:43","1.084"
"10:44","1.067"
"10:45","1.063"
"10:46","1.118"
"10:47","1.127"
"10:48","1.121"
"10:49","1.266"
"10:50","1.24"
"10:51","1.234"
"10:52","1.069"
"10:53","1.122"
"10:54","1.114"
"10:55","1.1"
"10:56","1.128"
"10:57","1.082"
"10:58","1.08"
"10:59","1.156"
"11:00","1.431"
"11:01","1.279"
"11:02","1.222"
"11:03","1.327"
"11:04","1.155"
"11:05","1.139"
"11:06","1.59"
"11:07","1.509"
"11:08","1.256"
"11:09","1.164"
"11:10","1.476"
"11:11","1.401"
"11:12","1.123"
"11:13","1.152"
"11:14","1.339"
"11:15","1.496"
"11:16","1.542"
"11:17","1.203"
"11:18","1.189"
"11:19","1.093"
"11:20","1.195"
"11:21","1.298"
"11:22","1.093"
"11:23","1.221"
"11:24","1.107"
"11:25","1.107"
"11:26","1.129"
"11:27","1.112"
"11:28","1.19"
"11:29","1.226"
"11:30","1.252"
"11:31","1.35"
"11:32","1.177"
"11:33","1.202"
"11:34","1.72"
"11:35","1.621"
"11:36","1.177"
"11:37","1.231"
"11:38","1.182"
"11:39","1.191"
"11:40","1.211"
"11:41","1.297"
"11:42","1.299"
"11:43","1.225"
"11:44","1.289"
"11:45","1.224"
"11:46","1.271"
"11:47","1.221"
"11:48","1.237"
"11:49","1.141"
"11:50","1.24"
"11:51","1.225"
"11:52","1.238"
"11:53","1.235"
"11:54","1.287"
"11:55","1.146"
"11:56","1.217"
"11:57","1.177"
"11:58","1.26"
"11:59","1.269"
"12:00","1.316"
"12:01","1.353"
"12:02","1.159"
"12:03","1.25"
"12:04","1.205"
"12:05","1.179"
"12:06","1.589"
"12:07","1.534"
"12:08","1.109"
"12:09","1.252"
"12:10","1.116"
"12:11","1.188"
"12:12","1.207"
"12:13","1.187"
"12:14","1.136"
"12:15","1.526"
"12:16","1.227"
"12:17","1.067"
"12:18","1.103"
"12:19","1.259"
"12:20","1.509"
"12:21","1.244"
"12:22","1.109"
"12:23","1.179"
"12:24","1.143"
"12:25","1.314"
"12:26","1.256"
"12:27","1.203"
"12:28","1.714"
"12:29","1.133"
"12:30","1.195"
"12:31","1.217"
"12:32","1.164"
"12:33","1.217"
"12:34","1.273"
"12:35","1.338"
"12:36","1.238"
"12:37","1.191"
"12:38","1.122"
"12:39","1.095"
"12:40","1.092"
"12:41","1.18"
"12:42","1.405"
"12:43","1.929"
"12:44","1.467"
"12:45","1.245"
"12:46","1.181"
"12:47","1.111"
"12:48","1.158"
"12:49","1.196"
"12:50","1.192"
"12:51","1.241"
"12:52","1.126"
"12:53","1.088"
"12:54","1.095"
"12:55","1.247"
"12:56","1.431"
"12:57","1.187"
"12:58","1.324"
"12:59","1.161"
"13:00","1.092"
"13:01","1.16"
"13:02","1.321"
"13:03","1.203"
"13:04","1.142"
"13:05","1.555"
"13:06","1.486"
"13:07","1.176"
"13:08","1.33"
"13:09","1.167"
"13:10","1.155"
"13:11","1.28"
"13:12","1.209"
"13:13","1.251"
"13:14","1.249"
"13:15","1.225"
"13:16","1.165"
"13:17","1.212"
"13:18","1.146"
"13:19","1.369"
"13:20","1.284"
"13:21","1.164"
"13:22","1.308"
"13:23","1.168"
"13:24","1.269"
"13:25","1.307"
"13:26","1.256"
"13:27","1.253"
"13:28","1.195"
"13:29","1.239"
"13:30","1.211"
"13:31","1.132"
"13:32","1.175"
"13:33","1.328"
"13:34","1.39"
"13:35","1.174"
"13:36","1.108"
"13:37","1.268"
"13:38","1.267"
"13:39","1.174"
"13:40","1.2"
"13:41","1.165"
"13:42","1.154"
"13:43","1.255"
"13:44","1.287"
"13:45","1.276"
"13:46","1.24"
"13:47","1.168"
"13:48","1.139"
"13:49","1.147"
"13:50","1.124"
"13:51","1.165"
"13:52","1.252"
"13:53","1.437"
"13:54","1.085"
"13:55","1.075"
"13:56","1.083"
"13:57","1.232"
"13:58","1.373"
"13:59","1.494"
"14:00","1.631"
"14:01","1.304"
"14:02","1.302"
"14:03","1.281"
"14:04","1.288"
"14:05","1.215"
"14:06","1.147"
"14:07","1.255"
"14:08","1.168"
"14:09","1.148"
"14:10","1.236"
"14:11","1.133"
"14:12","1.145"
"14:13","1.271"
"14:14","1.087"
"14:15","1.12"
"14:16","1.11"
"14:17","1.356"
"14:18","1.142"
"14:19","1.337"
"14:20","1.262"
"14:21","1.791"
"14:22","1.619"
"14:23","1.37"
"14:24","1.285"
"14:25","1.282"
"14:26","1.174"
"14:27","1.183"
"14:28","1.164"
"14:29","1.297"
"14:30","1.278"
"14:31","1.256"
"14:32","1.363"
"14:33","1.384"
"14:34","1.179"
"14:35","1.202"
"14:36","1.104"
"14:37","1.249"
"14:38","1.607"
"14:39","1.627"
"14:40","1.733"
"14:41","1.336"
"14:42","1.2"
"14:43","1.181"
"14:44","1.188"
"14:45","1.223"
"14:46","1.219"
"14:47","1.177"
"14:48","1.159"
"14:49","1.18"
"14:50","1.149"
"14:51","1.403"
"14:52","1.211"
"14:53","1.195"
"14:54","1.262"
"14:55","1.151"
"14:56","1.27"
"14:57","1.385"
"14:58","1.325"
"14:59","1.082"
"15:00","1.127"
"15:01","1.161"
"15:02","1.167"
"15:03","1.21"
"15:04","1.248"
"15:05","1.237"
"15:06","1.114"
"15:07","1.289"
"15:08","1.139"
"15:09","1.134"
"15:10","1.33"
"15:11","1.867"
"15:12","1.618"
"15:13","1.207"
"15:14","1.277"
"15:15","1.25"
"15:16","1.222"
"15:17","1.193"
"15:18","1.172"
"15:19","1.276"
"15:20","1.201"
"15:21","1.204"
"15:22","1.24"
"15:23","1.123"
"15:24","1.142"
"15:25","1.433"
"15:26","1.464"
"15:27","1.293"
"15:28","1.095"
"15:29","1.115"
"15:30","1.313"
"15:31","1.226"
"15:32","1.072"
"15:33","1.208"
"15:34","1.12"
"15:35","1.287"
"15:36","1.508"
"15:37","1.087"
"15:38","1.143"
"15:39","1.235"
"15:40","1.334"
"15:41","1.593"
"15:42","1.075"
"15:43","1.1"
"15:44","1.276"
"15:45","1.189"
"15:46","1.188"
"15:47","1.188"
"15:48","1.481"
"15:49","1.248"
"15:50","1.112"
"15:51","1.09"
"15:52","1.138"
"15:53","1.079"
"15:54","1.178"
"15:55","1.343"
"15:56","1.3"
"15:57","1.375"
"15:58","1.166"
"15:59","1.218"
"16:00","1.175"
"16:01","1.102"
"16:02","1.073"
"16:03","1.071"
"16:04","1.194"
"16:05","1.379"
"16:06","1.147"
"16:07","1.147"
"16:08","1.337"
"16:09","1.178"
"16:10","1.149"
"16:11","1.454"
"16:12","1.299"
"16:13","1.136"
"16:14","1.096"
"16:15","1.1"
"16:16","1.116"
"16:17","1.091"
"16:18","1.145"
"16:19","1.205"
"16:20","1.13"
"16:21","1.209"
"16:22","1.145"
"16:23","1.083"
"16:24","1.063"
"16:25","1.076"
"16:26","1.135"
"16:27","1.216"
"16:28","1.466"
"16:29","1.31"
"16:30","1.104"
"16:31","1.189"
"16:32","1.253"
"16:33","1.461"
"16:34","1.533"
"16:35","1.567"
"16:36","1.261"
"16:37","1.303"
"16:38","1.144"
"16:39","1.14"
"16:40","1.116"
"16:41","1.178"
"16:42","1.231"
"16:43","1.264"
"16:44","1.196"
"16:45","1.36"
"16:46","1.1"
"16:47","1.096"
"16:48","1.083"
"16:49","1.112"
"16:50","1.302"
"16:51","1.161"
"16:52","1.263"
"16:53","1.672"
"16:54","1.34"
"16:55","1.158"
"16:56","1.319"
"16:57","1.171"
"16:58","1.17"
"16:59","1.304"
"17:00","1.211"
"17:01","1.099"
"17:02","1.16"
"17:03","1.348"
"17:04","1.134"
"17:05","1.401"
"17:06","1.199"
"17:07","1.493"
"17:08","1.375"
"17:09","1.076"
"17:10","1.08"
"17:11","1.1"
"17:12","1.094"
"17:13","1.261"
"17:14","1.671"
"17:15","1.277"
"17:16","1.082"
"17:17","1.232"
"17:18","1.232"
"17:19","1.263"
"17:20","1.121"
"17:21","1.099"
"17:22","1.21"
"17:23","1.357"
"17:24","1.161"
"17:25","1.159"
"17:26","1.22"
"17:27","1.337"
"17:28","1.19"
"17:29","1.081"
"17:30","1.129"
"17:31","1.069"
"17:32","1.065"
"17:33","1.087"
"17:34","1.12"
"17:35","1.121"
"17:36","1.111"
"17:37","1.255"
"17:38","1.136"
"17:39","1.128"
"17:40","1.236"
"17:41","1.607"
"17:42","1.321"
"17:43","1.135"
"17:44","1.216"
"17:45","1.246"
"17:46","1.13"
"17:47","1.203"
"17:48","1.08"
"17:49","1.365"
"17:50","1.239"
"17:51","1.188"
"17:52","1.254"
"17:53","1.221"
"17:54","1.17"
"17:55","1.509"
"17:56","1.296"
"17:57","1.542"
"17:58","1.444"
"17:59","1.266"
"18:00","1.079"
"18:01","1.15"
"18:02","1.233"
"18:03","1.125"
"18:04","1.447"
"18:05","1.373"
"18:06","1.213"
"18:07","1.183"
"18:08","1.128"
"18:09","1.259"
"18:10","1.2"
"18:11","1.173"
"18:12","1.266"
"18:13","1.245"
"18:14","1.168"
"18:15","1.065"
"18:16","1.141"
"18:17","1.433"
"18:18","1.218"
"18:19","1.123"
"18:20","1.391"
"18:21","1.547"
"18:22","1.249"
"18:23","1.123"
"18:24","1.269"
"18:25","1.267"
"18:26","1.076"
"18:27","1.134"
"18:28","1.205"
"18:29","1.116"
"18:30","1.317"
"18:31","1.108"
"18:32","1.252"
"18:33","1.725"
"18:34","1.462"
"18:35","1.133"
"18:36","1.268"
"18:37","1.13"
"18:38","1.233"
"18:39","1.376"
"18:40","1.37"
"18:41","1.089"
"18:42","1.081"
"18:43","1.115"
"18:44","1.123"
"18:45","1.127"
"18:46","1.107"
"18:47","1.249"
"18:48","1.239"
"18:49","1.189"
"18:50","1.076"
"18:51","1.069"
"18:52","1.238"
"18:53","1.433"
"18:54","1.471"
"18:55","1.144"
"18:56","1.221"
"18:57","1.266"
"18:58","1.115"
"18:59","1.439"
"19:00","1.194"
"19:01","1.137"
"19:02","1.26"
"19:03","1.325"
"19:04","1.125"
"19:05","1.161"
"19:06","1.07"
"19:07","1.126"
"19:08","1.099"
"19:09","1.058"
"19:10","1.166"
"19:11","1.288"
"19:12","1.205"
"19:13","1.086"
"19:14","1.225"
"19:15","1.286"
"19:16","1.475"
"19:17","1.186"
"19:18","1.264"
"19:19","1.112"
"19:20","1.079"
"19:21","1.053"
"19:22","1.091"
"19:23","1.24"
"19:24","1.073"
"19:25","1.162"
"19:26","1.341"
"19:27","1.583"
"19:28","1.213"
"19:29","1.082"
"19:30","1.129"
"19:31","1.189"
"19:32","1.322"
"19:33","1.227"
"19:34","1.176"
"19:35","1.272"
"19:36","1.114"
"19:37","1.064"
"19:38","1.101"
"19:39","1.099"
"19:40","1.215"
"19:41","1.087"
"19:42","1.244"
"19:43","1.101"
"19:44","1.224"
"19:45","1.401"
"19:46","1.169"
"19:47","1.345"
"19:48","1.27"
"19:49","1.331"
"19:50","1.099"
"19:51","1.094"
"19:52","1.062"
"19:53","1.024"
"19:54","1.044"
"19:55","1.167"
"19:56","1.02"
"19:57","1.028"
"19:58","1.088"
"19:59","1.055"
"20:00","1.04"
"20:01","1.175"
"20:02","1.385"
"20:03","1.169"
"20:04","1.273"
"20:05","1.138"
"20:06","1.113"
"20:07","1.035"
"20:08","1.137"
"20:09","1.174"
"20:10","0.997"
"20:11","1.031"
"20:12","1.462"
"20:13","1.194"
"20:14","1.387"
"20:15","1.024"
"20:16","1.001"
"20:17","1.227"
"20:18","1.075"
"20:19","1.173"
"20:20","1.118"
"20:21","1.004"
"20:22","1.002"
"20:23","1.001"
"20:24","0.998"
"20:25","1.27"
"20:26","1.38"
"20:27","1.203"
"20:28","1.215"
"20:29","1.339"
"20:30","1.412"
"20:31","1.191"
"20:32","1.097"
"20:33","1.046"
"20:34","1.019"
"20:35","1.054"
"20:36","1.376"
"20:37","1.268"
"20:38","1.082"
"20:39","1.056"
"20:40","1.008"
"20:41","0.992"
"20:42","1.334"
"20:43","1.177"
"20:44","1.033"
"20:45","1.251"
"20:46","1.213"
"20:47","1.04"
"20:48","1.011"
"20:49","1.086"
"20:50","1.047"
"20:51","1.065"
"20:52","1.036"
"20:53","1.025"
"20:54","1.252"
"20:55","1.379"
"20:56","1.35"
"20:57","0.981"
"20:58","0.999"
"20:59","1.037"
"21:00","1.14"
"21:01","1.286"
"21:02","1.268"
"21:03","1.367"
"21:04","1.296"
"21:05","1.198"
"21:06","1.434"
"21:07","1.277"
"21:08","1.04"
"21:09","0.984"
"21:10","1.522"
"21:11","1.611"
"21:12","1.111"
"21:13","1.002"
"21:14","1.051"
"21:15","1.095"
"21:16","1.127"
"21:17","1.069"
"21:18","1.157"
"21:19","1.099"
"21:20","1.065"
"21:21","1.225"
"21:22","1.077"
"21:23","1.039"
"21:24","1.142"
"21:25","1.162"
"21:26","1.124"
"21:27","1.05"
"21:28","1.006"
"21:29","1.06"
"21:30","1.147"
"21:31","1.189"
"21:32","1.008"
"21:33","1.018"
"21:34","1.284"
"21:35","1.018"
"21:36","0.993"
"21:37","0.984"
"21:38","1.031"
"21:39","0.944"
"21:40","1.003"
"21:41","1.044"
"21:42","0.957"
"21:43","0.941"
"21:44","1.075"
"21:45","1.054"
"21:46","1.214"
"21:47","0.988"
"21:48","1.071"
"21:49","0.984"
"21:50","0.99"
"21:51","1.316"
"21:52","1.174"
"21:53","1.04"
"21:54","1.391"
"21:55","1.104"
"21:56","1.013"
"21:57","0.935"
"21:58","1.074"
"21:59","1.182"
"22:00","1.116"
"22:01","1.25"
"22:02","1.225"
"22:03","1.177"
"22:04","1.286"
"22:05","1.303"
"22:06","1.067"
"22:07","0.934"
"22:08","0.919"
"22:09","0.954"
"22:10","0.974"
"22:11","1.273"
"22:12","0.973"
"22:13","1"
"22:14","1.271"
"22:15","1.319"
"22:16","0.972"
"22:17","0.957"
"22:18","0.943"
"22:19","1.16"
"22:20","1.202"
"22:21","1.082"
"22:22","1.024"
"22:23","1.054"
"22:24","0.97"
"22:25","1.068"
"22:26","1.065"
"22:27","1.297"
"22:28","1.14"
"22:29","1.06"
"22:30","0.941"
"22:31","0.936"
"22:32","1.097"
"22:33","1.066"
"22:34","0.985"
"22:35","1.295"
"22:36","1.176"
"22:37","0.951"
"22:38","0.977"
"22:39","1.038"
"22:40","0.941"
"22:41","0.935"
"22:42","0.919"
"22:43","1.124"
"22:44","0.94"
"22:45","1.034"
"22:46","1.248"
"22:47","1.013"
"22:48","0.94"
"22:49","0.898"
"22:50","1.005"
"22:51","0.912"
"22:52","1.08"
"22:53","0.971"
"22:54","0.89"
"22:55","1.037"
"22:56","1.096"
"22:57","0.908"
"22:58","0.898"
"22:59","1.076"
"23:00","1.331"
"23:01","1.014"
"23:02","0.966"
"23:03","0.982"
"23:04","0.939"
"23:05","1.164"
"23:06","0.965"
"23:07","0.9"
"23:08","1.257"
"23:09","1.331"
"23:10","0.894"
"23:11","1.008"
"23:12","0.975"
"23:13","0.915"
"23:14","0.932"
"23:15","0.871"
"23:16","0.89"
"23:17","1.289"
