"Relative Time","acker:Pass","acker_showstopper:Fail"
"02:44","41","0"
"02:45","35","0"
"02:46","22","0"
"02:47","36","0"
"02:48","39","0"
"02:49","43","0"
"02:50","44","0"
"02:51","43","0"
"02:52","46","0"
"02:53","37","0"
"02:54","36","0"
"02:55","38","0"
"02:56","42","0"
"02:57","39","0"
"02:58","25","0"
"02:59","41","0"
"03:00","42","0"
"03:01","44","0"
"03:02","46","0"
"03:03","41","0"
"03:04","45","0"
"03:05","28","0"
"03:06","31","0"
"03:07","40","0"
"03:08","36","0"
"03:09","40","0"
"03:10","40","0"
"03:11","46","0"
"03:12","25","0"
"03:13","44","0"
"03:14","33","0"
"03:15","36","0"
"03:16","36","0"
"03:17","42","0"
"03:18","36","0"
"03:19","44","0"
"03:20","34","0"
"03:21","41","0"
"03:22","46","0"
"03:23","41","0"
"03:24","40","0"
"03:25","37","0"
"03:26","45","0"
"03:27","32","0"
"03:28","34","0"
"03:29","23","0"
"03:30","46","0"
"03:31","46","0"
"03:32","42","0"
"03:33","38","0"
"03:34","34","0"
"03:35","45","0"
"03:36","32","0"
"03:37","35","0"
"03:38","34","0"
"03:39","41","0"
"03:40","42","0"
"03:41","37","0"
"03:42","29","0"
"03:43","30","0"
"03:44","40","0"
"03:45","37","0"
"03:46","39","0"
"03:47","37","0"
"03:48","38","0"
"03:49","39","0"
"03:50","40","0"
"03:51","38","0"
"03:52","40","0"
"03:53","39","0"
"03:54","35","0"
"03:55","38","0"
"03:56","40","0"
"03:57","40","0"
"03:58","37","0"
"03:59","34","0"
"04:00","37","0"
"04:01","44","0"
"04:02","37","0"
"04:03","39","0"
"04:04","34","0"
"04:05","39","0"
"04:06","45","0"
"04:07","41","0"
"04:08","38","0"
"04:09","41","0"
"04:10","36","0"
"04:11","42","0"
"04:12","41","0"
"04:13","45","0"
"04:14","46","0"
"04:15","38","0"
"04:16","45","0"
"04:17","46","0"
"04:18","45","0"
"04:19","46","0"
"04:20","46","0"
"04:21","44","0"
"04:22","44","0"
"04:23","45","0"
"04:24","32","0"
"04:25","41","0"
"04:26","33","0"
"04:27","38","0"
"04:28","31","0"
"04:29","45","0"
"04:30","38","0"
"04:31","29","0"
"04:32","44","0"
"04:33","45","0"
"04:34","45","0"
"04:35","46","0"
"04:36","43","0"
"04:37","27","0"
"04:38","40","0"
"04:39","46","0"
"04:40","32","0"
"04:41","39","0"
"04:42","44","0"
"04:43","35","0"
"04:44","39","0"
"04:45","45","0"
"04:46","30","0"
"04:47","38","0"
"04:48","38","0"
"04:49","41","0"
"04:50","37","0"
"04:51","41","0"
"04:52","46","0"
"04:53","44","0"
"04:54","24","0"
"04:55","43","0"
"04:56","35","0"
"04:57","35","0"
"04:58","42","0"
"04:59","27","0"
"05:00","43","0"
"05:01","40","0"
"05:02","44","0"
"05:03","44","0"
"05:04","46","0"
"05:05","40","0"
"05:06","33","0"
"05:07","41","0"
"05:08","44","0"
"05:09","45","0"
"05:10","44","0"
"05:11","39","0"
"05:12","36","0"
"05:13","46","0"
"05:14","43","0"
"05:15","42","0"
"05:16","37","0"
"05:17","45","0"
"05:18","46","0"
"05:19","43","0"
"05:20","45","0"
"05:21","40","0"
"05:22","46","0"
"05:23","36","0"
"05:24","46","0"
"05:25","46","0"
"05:26","40","0"
"05:27","44","0"
"05:28","45","0"
"05:29","46","0"
"05:30","34","0"
"05:31","41","0"
"05:32","37","0"
"05:33","43","0"
"05:34","40","0"
"05:35","41","0"
"05:36","36","0"
"05:37","46","0"
"05:38","45","0"
"05:39","34","0"
"05:40","41","0"
"05:41","42","0"
"05:42","36","0"
"05:43","42","0"
"05:44","28","0"
"05:45","40","0"
"05:46","34","0"
"05:47","44","0"
"05:48","46","0"
"05:49","45","0"
"05:50","46","0"
"05:51","39","0"
"05:52","45","0"
"05:53","35","0"
"05:54","35","0"
"05:55","46","0"
"05:56","37","0"
"05:57","36","0"
"05:58","34","0"
"05:59","36","0"
"06:00","44","0"
"06:01","39","0"
"06:02","42","0"
"06:03","22","0"
"06:04","46","0"
"06:05","30","0"
"06:06","23","0"
"06:07","43","0"
"06:08","38","0"
"06:09","42","0"
"06:10","42","0"
"06:11","39","0"
"06:12","44","0"
"06:13","40","0"
"06:14","41","0"
"06:15","32","0"
"06:16","42","0"
"06:17","42","0"
"06:18","42","0"
"06:19","44","0"
"06:20","32","0"
"06:21","39","0"
"06:22","36","0"
"06:23","43","0"
"06:24","33","0"
"06:25","45","0"
"06:26","40","0"
"06:27","37","0"
"06:28","43","0"
"06:29","40","0"
"06:30","31","0"
"06:31","46","0"
"06:32","37","0"
"06:33","45","0"
"06:34","37","0"
"06:35","45","0"
"06:36","35","0"
"06:37","42","0"
"06:38","44","0"
"06:39","43","0"
"06:40","38","0"
"06:41","35","0"
"06:42","44","0"
"06:43","44","0"
"06:44","37","0"
"06:45","33","0"
"06:46","36","0"
"06:47","45","0"
"06:48","47","0"
"06:49","45","0"
"06:50","39","0"
"06:51","45","0"
"06:52","46","0"
"06:53","41","0"
"06:54","37","0"
"06:55","41","0"
"06:56","30","0"
"06:57","31","0"
"06:58","46","0"
"06:59","44","0"
"07:00","40","0"
"07:01","46","0"
"07:02","43","0"
"07:03","36","0"
"07:04","46","0"
"07:05","45","0"
"07:06","46","0"
"07:07","45","0"
"07:08","44","0"
"07:09","43","0"
"07:10","40","0"
"07:11","34","0"
"07:12","39","0"
"07:13","46","0"
"07:14","46","0"
"07:15","44","0"
"07:16","36","0"
"07:17","44","0"
"07:18","31","0"
"07:19","46","0"
"07:20","44","0"
"07:21","44","0"
"07:22","41","0"
"07:23","34","0"
"07:24","35","0"
"07:25","38","0"
"07:26","43","0"
"07:27","44","0"
"07:28","38","0"
"07:29","31","0"
"07:30","46","0"
"07:31","44","0"
"07:32","30","0"
"07:33","29","0"
"07:34","30","0"
"07:35","43","0"
"07:36","43","0"
"07:37","39","0"
"07:38","40","0"
"07:39","44","0"
"07:40","38","0"
"07:41","44","0"
"07:42","46","0"
"07:43","38","0"
"07:44","42","0"
"07:45","39","0"
"07:46","45","0"
"07:47","44","0"
"07:48","44","0"
"07:49","45","0"
"07:50","35","0"
"07:51","42","0"
"07:52","30","0"
"07:53","44","0"
"07:54","43","0"
"07:55","45","0"
"07:56","38","0"
"07:57","28","0"
"07:58","41","0"
"07:59","27","0"
"08:00","36","0"
"08:01","40","0"
"08:02","41","0"
"08:03","41","0"
"08:04","40","0"
"08:05","41","0"
"08:06","38","0"
"08:07","46","0"
"08:08","36","0"
"08:09","39","0"
"08:10","46","0"
"08:11","46","0"
"08:12","46","0"
"08:13","42","0"
"08:14","21","0"
"08:15","46","0"
"08:16","46","0"
"08:17","42","0"
"08:18","45","0"
"08:19","45","0"
"08:20","47","0"
"08:21","43","0"
"08:22","46","0"
"08:23","41","0"
"08:24","40","0"
"08:25","46","0"
"08:26","28","0"
"08:27","41","0"
"08:28","34","0"
"08:29","32","0"
"08:30","31","0"
"08:31","41","0"
"08:32","37","0"
"08:33","32","0"
"08:34","39","0"
"08:35","41","0"
"08:36","33","0"
"08:37","46","0"
"08:38","43","0"
"08:39","39","0"
"08:40","45","0"
"08:41","43","0"
"08:42","34","0"
"08:43","45","0"
"08:44","40","0"
"08:45","30","0"
"08:46","46","0"
"08:47","46","0"
"08:48","45","0"
"08:49","38","0"
"08:50","32","0"
"08:51","36","0"
"08:52","33","0"
"08:53","37","0"
"08:54","40","0"
"08:55","30","0"
"08:56","40","0"
"08:57","41","0"
"08:58","44","0"
"08:59","33","0"
"09:00","34","0"
"09:01","39","0"
"09:02","40","0"
"09:03","39","0"
"09:04","26","0"
"09:05","40","0"
"09:06","46","0"
"09:07","44","0"
"09:08","33","0"
"09:09","30","0"
"09:10","43","0"
"09:11","46","0"
"09:12","40","0"
"09:13","27","0"
"09:14","38","0"
"09:15","44","0"
"09:16","32","0"
"09:17","40","0"
"09:18","45","0"
"09:19","45","0"
"09:20","24","0"
"09:21","46","0"
"09:22","44","0"
"09:23","33","0"
"09:24","41","0"
"09:25","43","0"
"09:26","39","0"
"09:27","38","0"
"09:28","42","0"
"09:29","41","0"
"09:30","40","0"
"09:31","36","0"
"09:32","43","0"
"09:33","45","0"
"09:34","46","0"
"09:35","44","0"
"09:36","41","0"
"09:37","30","0"
"09:38","41","0"
"09:39","45","0"
"09:40","37","0"
"09:41","37","0"
"09:42","36","0"
"09:43","36","0"
"09:44","47","0"
"09:45","28","0"
"09:46","36","0"
"09:47","33","0"
"09:48","34","0"
"09:49","39","0"
"09:50","39","0"
"09:51","38","0"
"09:52","46","0"
"09:53","36","0"
"09:54","34","0"
"09:55","33","0"
"09:56","38","0"
"09:57","46","0"
"09:58","46","0"
"09:59","37","0"
"10:00","28","0"
"10:01","41","0"
"10:02","34","1"
"10:03","45","0"
"10:04","46","0"
"10:05","41","0"
"10:06","44","0"
"10:07","41","0"
"10:08","43","0"
"10:09","42","0"
"10:10","43","0"
"10:11","44","0"
"10:12","42","0"
"10:13","38","0"
"10:14","27","0"
"10:15","47","0"
"10:16","29","0"
"10:17","36","0"
"10:18","42","0"
"10:19","45","0"
"10:20","27","0"
"10:21","34","0"
"10:22","42","0"
"10:23","44","0"
"10:24","28","0"
"10:25","41","0"
"10:26","44","0"
"10:27","35","0"
"10:28","40","0"
"10:29","35","0"
"10:30","44","0"
"10:31","34","0"
"10:32","46","0"
"10:33","46","0"
"10:34","44","0"
"10:35","28","0"
"10:36","46","0"
"10:37","29","0"
"10:38","41","0"
"10:39","45","0"
"10:40","44","0"
"10:41","40","0"
"10:42","43","0"
"10:43","46","0"
"10:44","46","0"
"10:45","44","0"
"10:46","44","0"
"10:47","43","0"
"10:48","37","0"
"10:49","45","0"
"10:50","36","0"
"10:51","44","0"
"10:52","46","0"
"10:53","42","0"
"10:54","46","0"
"10:55","43","0"
"10:56","44","0"
"10:57","46","0"
"10:58","45","0"
"10:59","36","0"
"11:00","34","0"
"11:01","42","0"
"11:02","33","0"
"11:03","46","0"
"11:04","41","0"
"11:05","33","0"
"11:06","30","0"
"11:07","39","0"
"11:08","40","0"
"11:09","34","0"
"11:10","33","0"
"11:11","43","0"
"11:12","43","0"
"11:13","42","0"
"11:14","30","0"
"11:15","32","0"
"11:16","37","0"
"11:17","40","0"
"11:18","45","0"
"11:19","44","0"
"11:20","36","0"
"11:21","43","0"
"11:22","42","0"
"11:23","42","0"
"11:24","44","0"
"11:25","45","0"
"11:26","42","0"
"11:27","45","0"
"11:28","40","0"
"11:29","37","0"
"11:30","37","0"
"11:31","39","0"
"11:32","43","0"
"11:33","32","0"
"11:34","24","0"
"11:35","41","0"
"11:36","41","0"
"11:37","41","0"
"11:38","41","0"
"11:39","42","0"
"11:40","38","0"
"11:41","35","0"
"11:42","43","0"
"11:43","38","0"
"11:44","39","0"
"11:45","38","0"
"11:46","40","0"
"11:47","38","0"
"11:48","44","0"
"11:49","42","0"
"11:50","36","0"
"11:51","42","0"
"11:52","41","0"
"11:53","36","0"
"11:54","42","0"
"11:55","40","0"
"11:56","42","0"
"11:57","39","0"
"11:58","39","0"
"11:59","39","0"
"12:00","33","0"
"12:01","42","0"
"12:02","43","0"
"12:03","37","0"
"12:04","43","0"
"12:05","35","0"
"12:06","23","0"
"12:07","46","0"
"12:08","38","0"
"12:09","44","0"
"12:10","44","0"
"12:11","37","0"
"12:12","43","0"
"12:13","42","0"
"12:14","35","0"
"12:15","35","0"
"12:16","45","0"
"12:17","46","0"
"12:18","44","0"
"12:19","25","0"
"12:20","41","0"
"12:21","43","0"
"12:22","45","0"
"12:23","39","0"
"12:24","43","0"
"12:25","34","0"
"12:26","43","0"
"12:27","19","0"
"12:28","44","0"
"12:29","43","0"
"12:30","40","0"
"12:31","41","0"
"12:32","42","0"
"12:33","38","0"
"12:34","36","0"
"12:35","40","0"
"12:36","38","0"
"12:37","45","0"
"12:38","43","0"
"12:39","46","0"
"12:40","43","0"
"12:41","34","0"
"12:42","26","0"
"12:43","31","0"
"12:44","37","0"
"12:45","41","0"
"12:46","44","0"
"12:47","45","0"
"12:48","41","0"
"12:49","40","0"
"12:50","42","0"
"12:51","39","0"
"12:52","46","0"
"12:53","45","0"
"12:54","44","0"
"12:55","28","0"
"12:56","41","0"
"12:57","42","0"
"12:58","38","0"
"12:59","44","0"
"13:00","44","0"
"13:01","34","0"
"13:02","44","0"
"13:03","41","0"
"13:04","40","0"
"13:05","23","0"
"13:06","45","0"
"13:07","36","0"
"13:08","40","0"
"13:09","43","0"
"13:10","41","0"
"13:11","38","0"
"13:12","41","0"
"13:13","37","0"
"13:14","41","0"
"13:15","41","0"
"13:16","41","0"
"13:17","42","0"
"13:18","40","0"
"13:19","33","0"
"13:20","44","0"
"13:21","36","0"
"13:22","42","0"
"13:23","39","0"
"13:24","38","0"
"13:25","37","0"
"13:26","41","0"
"13:27","40","0"
"13:28","41","0"
"13:29","39","0"
"13:30","42","0"
"13:31","43","0"
"13:32","39","0"
"13:33","32","0"
"13:34","41","0"
"13:35","45","0"
"13:36","38","0"
"13:37","40","0"
"13:38","40","0"
"13:39","42","0"
"13:40","42","0"
"13:41","41","0"
"13:42","43","0"
"13:43","36","0"
"13:44","37","0"
"13:45","39","0"
"13:46","42","0"
"13:47","43","0"
"13:48","43","0"
"13:49","43","0"
"13:50","43","0"
"13:51","42","0"
"13:52","27","0"
"13:53","46","0"
"13:54","45","0"
"13:55","46","0"
"13:56","44","0"
"13:57","35","0"
"13:58","31","0"
"13:59","32","0"
"14:00","36","0"
"14:01","35","0"
"14:02","41","0"
"14:03","38","0"
"14:04","36","0"
"14:05","45","0"
"14:06","38","0"
"14:07","43","0"
"14:08","41","0"
"14:09","39","0"
"14:10","44","0"
"14:11","43","0"
"14:12","35","0"
"14:13","46","0"
"14:14","44","0"
"14:15","45","0"
"14:16","36","0"
"14:17","41","0"
"14:18","42","0"
"14:19","36","0"
"14:20","28","0"
"14:21","27","0"
"14:22","35","0"
"14:23","40","0"
"14:24","37","0"
"14:25","41","0"
"14:26","42","0"
"14:27","42","0"
"14:28","37","0"
"14:29","40","0"
"14:30","39","0"
"14:31","39","0"
"14:32","32","0"
"14:33","40","0"
"14:34","39","0"
"14:35","45","0"
"14:36","44","0"
"14:37","21","0"
"14:38","38","0"
"14:39","22","0"
"14:40","38","0"
"14:41","40","0"
"14:42","42","0"
"14:43","41","0"
"14:44","41","0"
"14:45","39","0"
"14:46","40","0"
"14:47","44","0"
"14:48","41","0"
"14:49","42","0"
"14:50","35","0"
"14:51","38","0"
"14:52","46","0"
"14:53","34","0"
"14:54","44","0"
"14:55","38","0"
"14:56","43","0"
"14:57","29","0"
"14:58","44","0"
"14:59","46","0"
"15:00","42","0"
"15:01","40","0"
"15:02","45","0"
"15:03","38","0"
"15:04","39","0"
"15:05","41","0"
"15:06","43","0"
"15:07","38","0"
"15:08","43","0"
"15:09","46","0"
"15:10","21","0"
"15:11","25","0"
"15:12","42","0"
"15:13","41","0"
"15:14","37","0"
"15:15","41","0"
"15:16","39","0"
"15:17","44","0"
"15:18","36","0"
"15:19","42","0"
"15:20","40","0"
"15:21","40","0"
"15:22","41","0"
"15:23","46","0"
"15:24","29","0"
"15:25","34","0"
"15:26","38","0"
"15:27","44","0"
"15:28","46","0"
"15:29","35","0"
"15:30","39","0"
"15:31","46","0"
"15:32","43","0"
"15:33","41","0"
"15:34","46","0"
"15:35","23","0"
"15:36","45","0"
"15:37","46","0"
"15:38","36","0"
"15:39","45","0"
"15:40","19","0"
"15:41","46","0"
"15:42","46","0"
"15:43","35","0"
"15:44","45","0"
"15:45","41","0"
"15:46","40","0"
"15:47","29","0"
"15:48","44","0"
"15:49","39","0"
"15:50","46","0"
"15:51","42","0"
"15:52","45","0"
"15:53","44","0"
"15:54","36","0"
"15:55","40","0"
"15:56","31","0"
"15:57","44","0"
"15:58","39","0"
"15:59","41","0"
"16:00","43","0"
"16:01","46","0"
"16:02","45","0"
"16:03","46","0"
"16:04","29","0"
"16:05","46","0"
"16:06","41","0"
"16:07","41","0"
"16:08","36","0"
"16:09","46","0"
"16:10","40","0"
"16:11","29","0"
"16:12","44","0"
"16:13","43","0"
"16:14","46","0"
"16:15","44","0"
"16:16","44","0"
"16:17","44","0"
"16:18","40","0"
"16:19","44","0"
"16:20","39","0"
"16:21","43","0"
"16:22","44","0"
"16:23","46","0"
"16:24","46","0"
"16:25","44","0"
"16:26","44","0"
"16:27","31","0"
"16:28","35","0"
"16:29","44","0"
"16:30","42","0"
"16:31","44","0"
"16:32","27","0"
"16:33","36","0"
"16:34","25","0"
"16:35","44","0"
"16:36","35","0"
"16:37","41","0"
"16:38","44","0"
"16:39","42","0"
"16:40","46","0"
"16:41","37","0"
"16:42","39","0"
"16:43","43","0"
"16:44","32","0"
"16:45","44","0"
"16:46","45","0"
"16:47","45","0"
"16:48","44","0"
"16:49","41","0"
"16:50","40","0"
"16:51","42","0"
"16:52","32","0"
"16:53","28","0"
"16:54","46","0"
"16:55","36","0"
"16:56","40","0"
"16:57","44","0"
"16:58","37","0"
"16:59","38","0"
"17:00","44","0"
"17:01","46","0"
"17:02","36","0"
"17:03","40","0"
"17:04","36","0"
"17:05","39","0"
"17:06","43","0"
"17:07","25","0"
"17:08","45","0"
"17:09","46","0"
"17:10","44","0"
"17:11","46","0"
"17:12","40","0"
"17:13","36","0"
"17:14","29","0"
"17:15","46","0"
"17:16","43","0"
"17:17","36","0"
"17:18","40","0"
"17:19","43","0"
"17:20","44","0"
"17:21","39","0"
"17:22","42","0"
"17:23","37","0"
"17:24","44","0"
"17:25","42","0"
"17:26","34","0"
"17:27","39","0"
"17:28","46","0"
"17:29","43","0"
"17:30","46","0"
"17:31","45","0"
"17:32","47","0"
"17:33","42","0"
"17:34","46","0"
"17:35","43","0"
"17:36","37","0"
"17:37","45","0"
"17:38","44","0"
"17:39","43","0"
"17:40","26","0"
"17:41","36","0"
"17:42","42","0"
"17:43","44","0"
"17:44","35","0"
"17:45","45","0"
"17:46","38","0"
"17:47","46","0"
"17:48","36","0"
"17:49","42","0"
"17:50","38","0"
"17:51","44","0"
"17:52","35","0"
"17:53","44","0"
"17:54","33","0"
"17:55","35","0"
"17:56","40","0"
"17:57","29","0"
"17:58","34","0"
"17:59","45","0"
"18:00","46","0"
"18:01","35","0"
"18:02","47","0"
"18:03","36","0"
"18:04","32","0"
"18:05","42","0"
"18:06","38","0"
"18:07","44","0"
"18:08","44","0"
"18:09","35","0"
"18:10","46","0"
"18:11","35","0"
"18:12","44","0"
"18:13","36","0"
"18:14","46","0"
"18:15","46","0"
"18:16","38","0"
"18:17","35","0"
"18:18","43","0"
"18:19","37","0"
"18:20","27","0"
"18:21","42","0"
"18:22","40","0"
"18:23","46","0"
"18:24","32","0"
"18:25","45","0"
"18:26","43","0"
"18:27","43","0"
"18:28","43","0"
"18:29","35","0"
"18:30","44","0"
"18:31","39","0"
"18:32","35","0"
"18:33","25","0"
"18:34","46","0"
"18:35","38","0"
"18:36","41","0"
"18:37","44","0"
"18:38","39","0"
"18:39","28","0"
"18:40","45","0"
"18:41","45","0"
"18:42","44","0"
"18:43","44","0"
"18:44","43","0"
"18:45","46","0"
"18:46","39","0"
"18:47","41","0"
"18:48","38","0"
"18:49","45","0"
"18:50","46","0"
"18:51","46","0"
"18:52","35","0"
"18:53","27","0"
"18:54","42","0"
"18:55","44","0"
"18:56","34","0"
"18:57","45","0"
"18:58","35","0"
"18:59","38","0"
"19:00","44","0"
"19:01","40","0"
"19:02","35","0"
"19:03","44","0"
"19:04","40","0"
"19:05","45","0"
"19:06","42","0"
"19:07","45","0"
"19:08","44","0"
"19:09","43","0"
"19:10","36","0"
"19:11","38","0"
"19:12","46","0"
"19:13","43","0"
"19:14","35","0"
"19:15","31","0"
"19:16","40","0"
"19:17","35","0"
"19:18","45","0"
"19:19","43","0"
"19:20","46","0"
"19:21","45","0"
"19:22","36","0"
"19:23","46","0"
"19:24","40","0"
"19:25","45","0"
"19:26","23","0"
"19:27","37","0"
"19:28","44","0"
"19:29","44","0"
"19:30","43","0"
"19:31","39","0"
"19:32","35","0"
"19:33","39","0"
"19:34","41","0"
"19:35","39","0"
"19:36","43","0"
"19:37","44","0"
"19:38","41","0"
"19:39","43","0"
"19:40","40","0"
"19:41","35","0"
"19:42","44","0"
"19:43","42","0"
"19:44","31","0"
"19:45","40","0"
"19:46","35","0"
"19:47","39","0"
"19:48","30","0"
"19:49","43","0"
"19:50","44","0"
"19:51","43","0"
"19:52","45","0"
"19:53","46","0"
"19:54","38","0"
"19:55","46","0"
"19:56","46","0"
"19:57","45","0"
"19:58","43","0"
"19:59","45","0"
"20:00","46","0"
"20:01","29","0"
"20:02","41","0"
"20:03","33","0"
"20:04","45","0"
"20:05","39","0"
"20:06","43","0"
"20:07","44","0"
"20:08","35","0"
"20:09","46","0"
"20:10","46","0"
"20:11","34","0"
"20:12","35","0"
"20:13","31","0"
"20:14","43","0"
"20:15","46","0"
"20:16","39","0"
"20:17","40","0"
"20:18","46","0"
"20:19","36","0"
"20:20","44","0"
"20:21","46","0"
"20:22","46","0"
"20:23","46","0"
"20:24","45","0"
"20:25","33","0"
"20:26","33","0"
"20:27","39","0"
"20:28","39","0"
"20:29","28","0"
"20:30","35","0"
"20:31","45","0"
"20:32","41","0"
"20:33","46","0"
"20:34","42","0"
"20:35","42","0"
"20:36","30","0"
"20:37","38","0"
"20:38","44","0"
"20:39","43","0"
"20:40","45","0"
"20:41","45","0"
"20:42","28","0"
"20:43","45","0"
"20:44","39","0"
"20:45","32","0"
"20:46","45","0"
"20:47","43","0"
"20:48","44","0"
"20:49","40","0"
"20:50","42","0"
"20:51","44","0"
"20:52","44","0"
"20:53","43","0"
"20:54","32","0"
"20:55","25","0"
"20:56","46","0"
"20:57","46","0"
"20:58","44","0"
"20:59","44","0"
"21:00","33","0"
"21:01","35","0"
"21:02","33","0"
"21:03","32","0"
"21:04","40","0"
"21:05","35","0"
"21:06","32","0"
"21:07","36","0"
"21:08","45","0"
"21:09","39","0"
"21:10","17","0"
"21:11","40","0"
"21:12","42","0"
"21:13","43","0"
"21:14","40","0"
"21:15","39","0"
"21:16","41","0"
"21:17","38","0"
"21:18","39","0"
"21:19","42","0"
"21:20","39","0"
"21:21","38","0"
"21:22","42","0"
"21:23","41","0"
"21:24","36","0"
"21:25","40","0"
"21:26","39","0"
"21:27","43","0"
"21:28","45","0"
"21:29","34","0"
"21:30","46","0"
"21:31","35","0"
"21:32","44","0"
"21:33","34","0"
"21:34","41","0"
"21:35","44","0"
"21:36","44","0"
"21:37","39","0"
"21:38","47","0"
"21:39","44","0"
"21:40","39","0"
"21:41","46","0"
"21:42","44","0"
"21:43","42","0"
"21:44","44","0"
"21:45","31","0"
"21:46","43","0"
"21:47","40","0"
"21:48","44","0"
"21:49","43","0"
"21:50","32","0"
"21:51","36","0"
"21:52","42","0"
"21:53","26","0"
"21:54","43","0"
"21:55","36","0"
"21:56","46","0"
"21:57","45","0"
"21:58","35","0"
"21:59","38","0"
"22:00","36","0"
"22:01","38","0"
"22:02","34","0"
"22:03","36","0"
"22:04","28","0"
"22:05","38","0"
"22:06","42","0"
"22:07","46","0"
"22:08","46","0"
"22:09","42","0"
"22:10","36","0"
"22:11","38","0"
"22:12","44","0"
"22:13","37","0"
"22:14","32","0"
"22:15","36","0"
"22:16","45","0"
"22:17","44","0"
"22:18","44","0"
"22:19","34","0"
"22:20","35","0"
"22:21","37","0"
"22:22","46","0"
"22:23","37","0"
"22:24","46","0"
"22:25","39","0"
"22:26","28","0"
"22:27","42","0"
"22:28","33","0"
"22:29","43","0"
"22:30","45","0"
"22:31","40","0"
"22:32","36","0"
"22:33","45","0"
"22:34","40","0"
"22:35","26","0"
"22:36","45","0"
"22:37","39","0"
"22:38","42","0"
"22:39","41","0"
"22:40","44","0"
"22:41","45","0"
"22:42","40","0"
"22:43","40","0"
"22:44","42","0"
"22:45","32","0"
"22:46","36","0"
"22:47","46","0"
"22:48","44","0"
"22:49","45","0"
"22:50","41","0"
"22:51","39","0"
"22:52","41","0"
"22:53","45","0"
"22:54","45","0"
"22:55","37","0"
"22:56","40","0"
"22:57","46","0"
"22:58","40","0"
"22:59","33","0"
"23:00","36","0"
"23:01","43","0"
"23:02","39","0"
"23:03","45","0"
"23:04","35","0"
"23:05","38","0"
"23:06","46","0"
"23:07","38","0"
"23:08","22","0"
"23:09","43","0"
"23:10","46","0"
"23:11","38","0"
"23:12","42","0"
"23:13","41","0"
