"Relative Time","acker:Pass","acker_showstopper:Pass"
"02:09","49","0"
"02:10","48","0"
"02:11","48","0"
"02:12","48","0"
"02:13","48","0"
"02:14","48","0"
"02:15","44","0"
"02:16","51","0"
"02:17","48","0"
"02:18","48","0"
"02:19","48","0"
"02:20","47","0"
"02:21","50","0"
"02:22","50","0"
"02:23","47","0"
"02:24","48","0"
"02:25","48","0"
"02:26","48","0"
"02:27","46","0"
"02:28","46","0"
"02:29","48","0"
"02:30","48","0"
"02:31","48","0"
"02:32","48","0"
"02:33","48","0"
"02:34","48","0"
"02:35","51","0"
"02:36","50","0"
"02:37","48","0"
"02:38","48","0"
"02:39","48","0"
"02:40","48","0"
"02:41","48","0"
"02:42","48","0"
"02:43","47","0"
"02:44","48","0"
"02:45","48","0"
"02:46","50","0"
"02:47","47","0"
"02:48","48","0"
"02:49","49","0"
"02:50","48","0"
"02:51","48","0"
"02:52","48","0"
"02:53","47","0"
"02:54","48","0"
"02:55","48","0"
"02:56","48","0"
"02:57","48","0"
"02:58","48","0"
"02:59","48","0"
"03:00","48","0"
"03:01","48","0"
"03:02","48","0"
"03:03","48","0"
"03:04","48","0"
"03:05","48","0"
"03:06","47","0"
"03:07","48","0"
"03:08","48","0"
"03:09","48","0"
"03:10","48","0"
"03:11","50","0"
"03:12","49","0"
"03:13","48","0"
"03:14","48","0"
"03:15","47","0"
"03:16","48","0"
"03:17","44","0"
"03:18","49","0"
"03:19","48","0"
"03:20","48","0"
"03:21","48","0"
"03:22","49","0"
"03:23","48","0"
"03:24","51","0"
"03:25","47","0"
"03:26","48","0"
"03:27","47","0"
"03:28","48","0"
"03:29","48","0"
"03:30","49","0"
"03:31","47","0"
"03:32","48","0"
"03:33","48","0"
"03:34","48","0"
"03:35","49","0"
"03:36","49","0"
"03:37","45","0"
"03:38","48","0"
"03:39","48","0"
"03:40","50","0"
"03:41","48","0"
"03:42","50","0"
"03:43","50","0"
"03:44","49","0"
"03:45","49","0"
"03:46","48","0"
"03:47","47","0"
"03:48","48","0"
"03:49","48","0"
"03:50","48","0"
"03:51","48","0"
"03:52","46","0"
"03:53","49","0"
"03:54","49","0"
"03:55","49","0"
"03:56","48","0"
"03:57","48","0"
"03:58","47","0"
"03:59","50","0"
"04:00","45","0"
"04:01","48","0"
"04:02","48","0"
"04:03","49","0"
"04:04","50","0"
"04:05","49","0"
"04:06","48","0"
"04:07","49","0"
"04:08","48","0"
"04:09","48","0"
"04:10","48","0"
"04:11","44","0"
"04:12","48","0"
"04:13","48","0"
"04:14","52","0"
"04:15","48","0"
"04:16","46","0"
"04:17","49","0"
"04:18","49","0"
"04:19","47","0"
"04:20","48","0"
"04:21","49","0"
"04:22","48","0"
"04:23","48","0"
"04:24","48","0"
"04:25","48","0"
"04:26","51","0"
"04:27","46","0"
"04:28","48","0"
"04:29","48","0"
"04:30","50","0"
"04:31","48","0"
"04:32","48","0"
"04:33","46","0"
"04:34","46","0"
"04:35","49","0"
"04:36","48","0"
"04:37","50","0"
"04:38","46","0"
"04:39","47","0"
"04:40","48","0"
"04:41","48","0"
"04:42","47","0"
"04:43","48","0"
"04:44","46","0"
"04:45","48","0"
"04:46","48","0"
"04:47","48","0"
"04:48","46","0"
"04:49","48","0"
"04:50","47","0"
"04:51","48","0"
"04:52","47","0"
"04:53","48","0"
"04:54","48","0"
"04:55","48","0"
"04:56","48","0"
"04:57","48","0"
"04:58","49","0"
"04:59","48","0"
"05:00","48","0"
"05:01","50","0"
"05:02","48","0"
"05:03","48","0"
"05:04","45","0"
"05:05","48","0"
"05:06","47","0"
"05:07","53","0"
"05:08","48","0"
"05:09","48","0"
"05:10","50","0"
"05:11","48","0"
"05:12","48","0"
"05:13","50","0"
"05:14","46","0"
"05:15","48","0"
"05:16","48","0"
"05:17","48","0"
"05:18","49","0"
"05:19","48","0"
"05:20","49","0"
"05:21","48","0"
"05:22","46","0"
"05:23","48","0"
"05:24","48","0"
"05:25","48","0"
"05:26","49","0"
"05:27","47","0"
"05:28","48","0"
"05:29","49","0"
"05:30","48","0"
"05:31","49","0"
"05:32","48","0"
"05:33","48","0"
"05:34","48","0"
"05:35","48","0"
"05:36","48","0"
"05:37","49","0"
"05:38","48","0"
"05:39","47","0"
"05:40","50","0"
"05:41","48","0"
"05:42","48","0"
"05:43","48","0"
"05:44","46","0"
"05:45","48","0"
"05:46","49","0"
"05:47","47","0"
"05:48","48","0"
"05:49","50","0"
"05:50","48","0"
"05:51","52","0"
"05:52","50","0"
"05:53","48","0"
"05:54","48","0"
"05:55","50","0"
"05:56","48","0"
"05:57","48","0"
"05:58","48","0"
"05:59","48","0"
"06:00","48","0"
"06:01","48","0"
"06:02","47","0"
"06:03","48","0"
"06:04","48","0"
"06:05","51","0"
"06:06","48","0"
"06:07","48","0"
"06:08","47","0"
"06:09","47","0"
"06:10","48","0"
"06:11","47","0"
"06:12","49","0"
"06:13","44","0"
"06:14","49","0"
"06:15","48","0"
"06:16","48","0"
"06:17","48","0"
"06:18","48","0"
"06:19","48","0"
"06:20","49","0"
"06:21","48","0"
"06:22","48","0"
"06:23","47","0"
"06:24","50","0"
"06:25","48","0"
"06:26","48","0"
"06:27","48","0"
"06:28","47","0"
"06:29","48","0"
"06:30","48","0"
"06:31","48","0"
"06:32","49","0"
"06:33","45","0"
"06:34","46","0"
"06:35","49","0"
"06:36","49","0"
"06:37","47","0"
"06:38","48","0"
"06:39","48","0"
"06:40","48","0"
"06:41","48","0"
"06:42","48","0"
"06:43","48","0"
"06:44","51","0"
"06:45","48","0"
"06:46","48","0"
"06:47","48","0"
"06:48","48","0"
"06:49","50","0"
"06:50","48","0"
"06:51","48","0"
"06:52","50","0"
"06:53","48","0"
"06:54","48","0"
"06:55","48","0"
"06:56","48","0"
"06:57","49","0"
"06:58","48","0"
"06:59","47","0"
"07:00","48","0"
"07:01","50","0"
"07:02","49","0"
"07:03","48","0"
"07:04","48","0"
"07:05","45","0"
"07:06","48","0"
"07:07","48","0"
"07:08","48","0"
"07:09","49","0"
"07:10","48","0"
"07:11","48","0"
"07:12","48","0"
"07:13","45","0"
"07:14","51","0"
"07:15","50","0"
"07:16","48","0"
"07:17","48","0"
"07:18","48","0"
"07:19","48","0"
"07:20","48","0"
"07:21","48","0"
"07:22","48","0"
"07:23","47","0"
"07:24","49","0"
"07:25","48","0"
"07:26","48","0"
"07:27","49","0"
"07:28","48","0"
"07:29","48","0"
"07:30","49","0"
"07:31","52","0"
"07:32","48","0"
"07:33","48","0"
"07:34","48","0"
"07:35","49","0"
"07:36","47","0"
"07:37","49","0"
"07:38","48","0"
"07:39","48","0"
"07:40","48","0"
"07:41","50","0"
"07:42","48","0"
"07:43","48","0"
"07:44","48","0"
"07:45","48","0"
"07:46","48","0"
"07:47","48","0"
"07:48","49","0"
"07:49","48","0"
"07:50","48","0"
"07:51","49","0"
"07:52","48","0"
"07:53","48","0"
"07:54","48","0"
"07:55","49","0"
"07:56","45","0"
"07:57","48","0"
"07:58","50","0"
"07:59","49","0"
"08:00","46","0"
"08:01","49","0"
"08:02","48","0"
"08:03","48","0"
"08:04","47","0"
"08:05","47","0"
"08:06","48","0"
"08:07","49","0"
"08:08","47","0"
"08:09","48","0"
"08:10","49","0"
"08:11","48","0"
"08:12","49","0"
"08:13","49","0"
"08:14","48","0"
"08:15","48","0"
"08:16","49","0"
"08:17","51","0"
"08:18","48","0"
"08:19","47","0"
"08:20","50","0"
"08:21","48","0"
"08:22","49","0"
"08:23","45","0"
"08:24","48","0"
"08:25","48","0"
"08:26","48","0"
"08:27","49","0"
"08:28","48","0"
"08:29","48","0"
"08:30","48","0"
"08:31","48","0"
"08:32","48","0"
"08:33","49","0"
"08:34","48","0"
"08:35","48","0"
"08:36","48","0"
"08:37","48","0"
"08:38","48","0"
"08:39","48","0"
"08:40","48","0"
"08:41","49","0"
"08:42","48","0"
"08:43","48","0"
"08:44","48","0"
"08:45","49","0"
"08:46","48","0"
"08:47","48","0"
"08:48","49","0"
"08:49","49","0"
"08:50","48","0"
"08:51","48","0"
"08:52","47","0"
"08:53","47","0"
"08:54","48","0"
"08:55","48","0"
"08:56","48","0"
"08:57","46","0"
"08:58","49","0"
"08:59","48","0"
"09:00","48","0"
"09:01","48","0"
"09:02","48","0"
"09:03","49","0"
"09:04","48","0"
"09:05","48","0"
"09:06","47","0"
"09:07","49","0"
"09:08","51","0"
"09:09","46","0"
"09:10","49","0"
"09:11","48","0"
"09:12","46","0"
"09:13","48","0"
"09:14","48","0"
"09:15","49","0"
"09:16","48","0"
"09:17","47","0"
"09:18","50","0"
"09:19","48","0"
"09:20","47","0"
"09:21","48","0"
"09:22","48","0"
"09:23","48","0"
"09:24","48","0"
"09:25","48","0"
"09:26","48","0"
"09:27","52","0"
"09:28","48","0"
"09:29","52","0"
"09:30","49","0"
"09:31","49","0"
"09:32","48","0"
"09:33","48","0"
"09:34","48","0"
"09:35","50","0"
"09:36","48","0"
"09:37","44","0"
"09:38","48","0"
"09:39","48","0"
"09:40","48","0"
"09:41","48","0"
"09:42","48","0"
"09:43","48","0"
"09:44","48","0"
"09:45","46","0"
"09:46","48","0"
"09:47","48","0"
"09:48","48","0"
"09:49","48","0"
"09:50","46","0"
"09:51","48","0"
"09:52","48","0"
"09:53","49","0"
"09:54","47","0"
"09:55","47","0"
"09:56","48","0"
"09:57","48","0"
"09:58","48","0"
"09:59","48","0"
"10:00","47","0"
"10:01","50","0"
"10:02","48","1"
"10:03","47","0"
"10:04","49","0"
"10:05","49","0"
"10:06","50","0"
"10:07","47","0"
"10:08","48","0"
"10:09","48","0"
"10:10","49","0"
"10:11","47","0"
"10:12","48","0"
"10:13","49","0"
"10:14","48","0"
"10:15","48","0"
"10:16","51","0"
"10:17","46","0"
"10:18","49","0"
"10:19","47","0"
"10:20","48","0"
"10:21","48","0"
"10:22","48","0"
"10:23","48","0"
"10:24","48","0"
"10:25","48","0"
"10:26","48","0"
"10:27","48","0"
"10:28","50","0"
"10:29","48","0"
"10:30","48","0"
"10:31","47","0"
"10:32","49","0"
"10:33","49","0"
"10:34","48","0"
"10:35","48","0"
"10:36","47","0"
"10:37","46","0"
"10:38","48","0"
"10:39","48","0"
"10:40","44","0"
"10:41","51","0"
"10:42","48","0"
"10:43","49","0"
"10:44","48","0"
"10:45","48","0"
"10:46","48","0"
"10:47","48","0"
"10:48","48","0"
"10:49","44","0"
"10:50","48","0"
"10:51","48","0"
"10:52","48","0"
"10:53","47","0"
"10:54","48","0"
"10:55","48","0"
"10:56","48","0"
"10:57","48","0"
"10:58","48","0"
"10:59","48","0"
"11:00","48","0"
"11:01","48","0"
"11:02","48","0"
"11:03","51","0"
"11:04","48","0"
"11:05","46","0"
"11:06","48","0"
"11:07","49","0"
"11:08","51","0"
"11:09","48","0"
"11:10","48","0"
"11:11","48","0"
"11:12","48","0"
"11:13","47","0"
"11:14","48","0"
"11:15","48","0"
"11:16","49","0"
"11:17","48","0"
"11:18","48","0"
"11:19","48","0"
"11:20","48","0"
"11:21","49","0"
"11:22","49","0"
"11:23","46","0"
"11:24","49","0"
"11:25","50","0"
"11:26","48","0"
"11:27","48","0"
"11:28","45","0"
"11:29","46","0"
"11:30","48","0"
"11:31","48","0"
"11:32","49","0"
"11:33","47","0"
"11:34","50","0"
"11:35","48","0"
"11:36","48","0"
"11:37","48","0"
"11:38","50","0"
"11:39","47","0"
"11:40","50","0"
"11:41","50","0"
"11:42","48","0"
"11:43","48","0"
"11:44","48","0"
"11:45","48","0"
"11:46","48","0"
"11:47","48","0"
"11:48","48","0"
"11:49","48","0"
"11:50","48","0"
"11:51","45","0"
"11:52","48","0"
"11:53","48","0"
"11:54","48","0"
"11:55","48","0"
"11:56","51","0"
"11:57","48","0"
"11:58","48","0"
"11:59","49","0"
"12:00","48","0"
"12:01","48","0"
"12:02","48","0"
"12:03","48","0"
"12:04","47","0"
"12:05","50","0"
"12:06","48","0"
"12:07","48","0"
"12:08","47","0"
"12:09","48","0"
"12:10","47","0"
"12:11","43","0"
"12:12","48","0"
"12:13","46","0"
"12:14","48","0"
"12:15","48","0"
"12:16","48","0"
"12:17","48","0"
"12:18","47","0"
"12:19","48","0"
"12:20","50","0"
"12:21","48","0"
"12:22","48","0"
"12:23","44","0"
"12:24","47","0"
"12:25","48","0"
"12:26","48","0"
"12:27","48","0"
"12:28","48","0"
"12:29","49","0"
"12:30","48","0"
"12:31","49","0"
"12:32","47","0"
"12:33","45","0"
"12:34","48","0"
"12:35","45","0"
"12:36","49","0"
"12:37","48","0"
"12:38","51","0"
"12:39","46","0"
"12:40","49","0"
"12:41","50","0"
"12:42","48","0"
"12:43","46","0"
"12:44","48","0"
"12:45","48","0"
"12:46","48","0"
"12:47","48","0"
"12:48","48","0"
"12:49","48","0"
"12:50","49","0"
"12:51","48","0"
"12:52","46","0"
"12:53","50","0"
"12:54","48","0"
"12:55","48","0"
"12:56","49","0"
"12:57","48","0"
"12:58","47","0"
"12:59","46","0"
"13:00","51","0"
"13:01","46","0"
"13:02","48","0"
"13:03","46","0"
"13:04","49","0"
"13:05","47","0"
"13:06","48","0"
"13:07","51","0"
"13:08","48","0"
"13:09","50","0"
"13:10","44","0"
"13:11","48","0"
"13:12","49","0"
"13:13","48","0"
"13:14","49","0"
"13:15","47","0"
"13:16","48","0"
"13:17","49","0"
"13:18","48","0"
"13:19","48","0"
"13:20","48","0"
"13:21","48","0"
"13:22","48","0"
"13:23","48","0"
"13:24","47","0"
"13:25","48","0"
"13:26","48","0"
"13:27","48","0"
"13:28","50","0"
"13:29","45","0"
"13:30","48","0"
"13:31","49","0"
"13:32","48","0"
"13:33","48","0"
"13:34","48","0"
"13:35","47","0"
"13:36","48","0"
"13:37","48","0"
"13:38","48","0"
"13:39","42","0"
"13:40","49","0"
"13:41","48","0"
"13:42","48","0"
"13:43","47","0"
"13:44","49","0"
"13:45","48","0"
"13:46","48","0"
"13:47","48","0"
"13:48","48","0"
"13:49","51","0"
"13:50","49","0"
"13:51","48","0"
"13:52","49","0"
"13:53","48","0"
"13:54","52","0"
"13:55","48","0"
"13:56","50","0"
"13:57","48","0"
"13:58","48","0"
"13:59","48","0"
"14:00","49","0"
"14:01","48","0"
"14:02","47","0"
"14:03","49","0"
"14:04","49","0"
"14:05","48","0"
"14:06","48","0"
"14:07","48","0"
"14:08","48","0"
"14:09","49","0"
"14:10","48","0"
"14:11","49","0"
"14:12","48","0"
"14:13","48","0"
"14:14","48","0"
"14:15","48","0"
"14:16","48","0"
"14:17","47","0"
"14:18","48","0"
"14:19","50","0"
"14:20","48","0"
"14:21","47","0"
"14:22","49","0"
"14:23","48","0"
"14:24","48","0"
"14:25","49","0"
"14:26","48","0"
"14:27","48","0"
"14:28","48","0"
"14:29","48","0"
"14:30","48","0"
"14:31","48","0"
"14:32","48","0"
"14:33","48","0"
"14:34","51","0"
"14:35","48","0"
"14:36","48","0"
"14:37","48","0"
"14:38","48","0"
"14:39","47","0"
"14:40","51","0"
"14:41","48","0"
"14:42","47","0"
"14:43","49","0"
"14:44","47","0"
"14:45","49","0"
"14:46","48","0"
"14:47","49","0"
"14:48","48","0"
"14:49","48","0"
"14:50","48","0"
"14:51","48","0"
"14:52","48","0"
"14:53","48","0"
"14:54","49","0"
"14:55","49","0"
"14:56","46","0"
"14:57","47","0"
"14:58","48","0"
"14:59","48","0"
"15:00","48","0"
"15:01","47","0"
"15:02","47","0"
"15:03","48","0"
"15:04","48","0"
"15:05","46","0"
"15:06","48","0"
"15:07","48","0"
"15:08","48","0"
"15:09","49","0"
"15:10","48","0"
"15:11","53","0"
"15:12","47","0"
"15:13","50","0"
"15:14","48","0"
"15:15","48","0"
"15:16","49","0"
"15:17","48","0"
"15:18","45","0"
"15:19","48","0"
"15:20","48","0"
"15:21","48","0"
"15:22","45","0"
"15:23","48","0"
"15:24","47","0"
"15:25","49","0"
"15:26","48","0"
"15:27","48","0"
"15:28","48","0"
"15:29","50","0"
"15:30","48","0"
"15:31","48","0"
"15:32","48","0"
"15:33","48","0"
"15:34","49","0"
"15:35","48","0"
"15:36","48","0"
"15:37","48","0"
"15:38","48","0"
"15:39","48","0"
"15:40","48","0"
"15:41","48","0"
"15:42","48","0"
"15:43","48","0"
"15:44","48","0"
"15:45","48","0"
"15:46","48","0"
"15:47","49","0"
"15:48","48","0"
"15:49","48","0"
"15:50","46","0"
"15:51","48","0"
"15:52","50","0"
"15:53","47","0"
"15:54","47","0"
"15:55","49","0"
"15:56","48","0"
"15:57","48","0"
"15:58","50","0"
"15:59","48","0"
"16:00","48","0"
"16:01","49","0"
"16:02","48","0"
"16:03","48","0"
"16:04","46","0"
"16:05","48","0"
"16:06","48","0"
"16:07","48","0"
"16:08","48","0"
"16:09","49","0"
"16:10","50","0"
"16:11","48","0"
"16:12","49","0"
"16:13","48","0"
"16:14","48","0"
"16:15","47","0"
"16:16","35","0"
"16:17","38","0"
"16:18","5","0"
"16:19","0","0"
