"Relative Time","acker:Pass","acker_showstopper:Fail"
"05:08","45","0"
"05:09","33","0"
"05:10","45","0"
"05:11","37","0"
"05:12","42","0"
"05:13","45","0"
"05:14","41","0"
"05:15","39","0"
"05:16","45","0"
"05:17","45","0"
"05:18","46","0"
"05:19","44","0"
"05:20","45","0"
"05:21","45","0"
"05:22","45","0"
"05:23","40","0"
"05:24","43","0"
"05:25","44","0"
"05:26","41","0"
"05:27","45","0"
"05:28","41","0"
"05:29","44","0"
"05:30","42","0"
"05:31","45","0"
"05:32","37","0"
"05:33","44","0"
"05:34","45","0"
"05:35","44","0"
"05:36","42","0"
"05:37","46","0"
"05:38","44","0"
"05:39","43","0"
"05:40","44","0"
"05:41","45","0"
"05:42","45","0"
"05:43","45","0"
"05:44","44","0"
"05:45","41","0"
"05:46","44","0"
"05:47","44","0"
"05:48","45","0"
"05:49","44","0"
"05:50","44","0"
"05:51","45","0"
"05:52","44","0"
"05:53","46","0"
"05:54","41","0"
"05:55","45","0"
"05:56","45","0"
"05:57","41","0"
"05:58","45","0"
"05:59","45","0"
"06:00","43","0"
"06:01","44","0"
"06:02","46","0"
"06:03","45","0"
"06:04","46","0"
"06:05","45","0"
"06:06","41","0"
"06:07","45","0"
"06:08","46","0"
"06:09","45","0"
"06:10","46","0"
"06:11","44","0"
"06:12","46","0"
"06:13","45","0"
"06:14","41","0"
"06:15","40","0"
"06:16","39","0"
"06:17","44","0"
"06:18","46","0"
"06:19","46","0"
"06:20","34","0"
"06:21","44","0"
"06:22","45","0"
"06:23","45","0"
"06:24","39","0"
"06:25","40","0"
"06:26","39","0"
"06:27","45","0"
"06:28","44","0"
"06:29","44","0"
"06:30","45","0"
"06:31","39","0"
"06:32","41","0"
"06:33","45","0"
"06:34","42","0"
"06:35","43","0"
"06:36","43","0"
"06:37","45","0"
"06:38","45","0"
"06:39","39","0"
"06:40","44","0"
"06:41","38","0"
"06:42","43","0"
"06:43","43","0"
"06:44","45","0"
"06:45","43","0"
"06:46","44","0"
"06:47","45","0"
"06:48","38","0"
"06:49","41","0"
"06:50","45","0"
"06:51","43","0"
"06:52","34","0"
"06:53","42","0"
"06:54","42","0"
"06:55","45","0"
"06:56","43","0"
"06:57","44","0"
"06:58","44","0"
"06:59","36","0"
"07:00","44","0"
"07:01","46","0"
"07:02","45","0"
"07:03","44","0"
"07:04","45","0"
"07:05","46","0"
"07:06","46","0"
"07:07","43","0"
"07:08","46","0"
"07:09","46","0"
"07:10","44","0"
"07:11","43","0"
"07:12","44","0"
"07:13","40","0"
"07:14","44","0"
"07:15","32","0"
"07:16","45","0"
"07:17","45","0"
"07:18","40","0"
"07:19","44","0"
"07:20","42","0"
"07:21","42","0"
"07:22","43","0"
"07:23","42","0"
"07:24","38","0"
"07:25","40","0"
"07:26","40","0"
"07:27","44","0"
"07:28","41","0"
"07:29","44","0"
"07:30","43","0"
"07:31","44","0"
"07:32","42","0"
"07:33","42","0"
"07:34","44","0"
"07:35","36","0"
"07:36","44","0"
"07:37","40","0"
"07:38","43","0"
"07:39","43","0"
"07:40","43","0"
"07:41","42","0"
"07:42","35","0"
"07:43","40","0"
"07:44","42","0"
"07:45","33","0"
"07:46","39","0"
"07:47","42","0"
"07:48","44","0"
"07:49","32","0"
"07:50","45","0"
"07:51","38","0"
"07:52","44","0"
"07:53","45","0"
"07:54","46","0"
"07:55","45","0"
"07:56","45","0"
"07:57","44","0"
"07:58","45","0"
"07:59","36","0"
"08:00","46","0"
"08:01","45","0"
"08:02","46","0"
"08:03","45","0"
"08:04","46","0"
"08:05","35","0"
"08:06","45","0"
"08:07","42","0"
"08:08","42","0"
"08:09","44","0"
"08:10","43","0"
"08:11","30","0"
"08:12","44","0"
"08:13","36","0"
"08:14","45","0"
"08:15","43","0"
"08:16","45","0"
"08:17","43","0"
"08:18","43","0"
"08:19","45","0"
"08:20","42","0"
"08:21","45","0"
"08:22","43","0"
"08:23","41","0"
"08:24","37","0"
"08:25","45","0"
"08:26","40","0"
"08:27","45","0"
"08:28","43","0"
"08:29","43","0"
"08:30","43","0"
"08:31","43","0"
"08:32","43","0"
"08:33","36","0"
"08:34","44","0"
"08:35","43","0"
"08:36","43","0"
"08:37","41","0"
"08:38","43","0"
"08:39","36","0"
"08:40","38","0"
"08:41","41","0"
"08:42","41","0"
"08:43","39","0"
"08:44","38","0"
"08:45","41","0"
"08:46","45","0"
"08:47","45","0"
"08:48","45","0"
"08:49","46","0"
"08:50","44","0"
"08:51","41","0"
"08:52","36","0"
"08:53","43","0"
"08:54","46","0"
"08:55","40","0"
"08:56","41","0"
"08:57","41","0"
"08:58","43","0"
"08:59","41","0"
"09:00","38","0"
"09:01","34","0"
"09:02","37","0"
"09:03","44","0"
"09:04","38","0"
"09:05","40","0"
"09:06","42","0"
"09:07","42","0"
"09:08","40","0"
"09:09","44","0"
"09:10","41","0"
"09:11","40","0"
"09:12","44","0"
"09:13","44","0"
"09:14","39","0"
"09:15","43","0"
"09:16","46","0"
"09:17","35","0"
"09:18","45","0"
"09:19","44","0"
"09:20","39","0"
"09:21","43","0"
"09:22","42","0"
"09:23","33","0"
"09:24","37","0"
"09:25","43","0"
"09:26","42","0"
"09:27","42","0"
"09:28","39","0"
"09:29","41","0"
"09:30","43","0"
"09:31","35","0"
"09:32","44","0"
"09:33","44","0"
"09:34","45","0"
"09:35","38","0"
"09:36","36","0"
"09:37","40","0"
"09:38","38","0"
"09:39","46","0"
"09:40","41","0"
"09:41","44","0"
"09:42","43","0"
"09:43","41","0"
"09:44","44","0"
"09:45","46","0"
"09:46","45","0"
"09:47","46","0"
"09:48","45","0"
"09:49","45","0"
"09:50","46","0"
"09:51","46","0"
"09:52","45","0"
"09:53","45","0"
"09:54","43","0"
"09:55","45","0"
"09:56","45","0"
"09:57","45","0"
"09:58","39","0"
"09:59","45","0"
"10:00","42","0"
"10:01","42","0"
"10:02","43","0"
"10:03","43","0"
"10:04","41","0"
"10:05","41","0"
"10:06","4","0"
"10:07","0","0"
