"Relative Time","Hits"
"03:17","24"
"03:18","78"
"03:19","0"
"03:20","48"
"03:21","30"
"03:22","72"
"03:23","18"
"03:24","72"
"03:25","11"
"03:26","35"
"03:27","40"
"03:28","50"
"03:29","35"
"03:30","45"
"03:31","41"
"03:32","30"
"03:33","65"
"03:34","35"
"03:35","45"
"03:36","40"
"03:37","5"
"03:38","85"
"03:39","20"
"03:40","70"
"03:41","35"
"03:42","10"
"03:43","65"
"03:44","30"
"03:45","85"
"03:46","30"
"03:47","15"
"03:48","50"
"03:49","40"
"03:50","95"
"03:51","15"
"03:52","30"
"03:53","45"
"03:54","45"
"03:55","45"
"03:56","60"
"03:57","35"
"03:58","5"
"03:59","70"
"04:00","30"
"04:01","95"
"04:02","15"
"04:03","25"
"04:04","40"
"04:05","60"
"04:06","65"
"04:07","45"
"04:08","35"
"04:09","5"
"04:10","80"
"04:11","25"
"04:12","90"
"04:13","20"
"04:14","25"
"04:15","20"
"04:16","75"
"04:17","45"
"04:18","65"
"04:19","30"
"04:20","15"
"04:21","45"
"04:22","50"
"04:23","60"
"04:24","50"
"04:25","35"
"04:26","5"
"04:27","65"
"04:28","30"
"04:29","80"
"04:30","40"
"04:31","25"
"04:32","20"
"04:33","75"
"04:34","20"
"04:35","90"
"04:36","25"
"04:37","20"
"04:38","45"
"04:39","50"
"04:40","70"
"04:41","45"
"04:42","30"
"04:43","5"
"04:44","55"
"04:45","45"
"04:46","90"
"04:47","25"
"04:48","25"
"04:49","5"
"04:50","90"
"04:51","20"
"04:52","90"
"04:53","15"
"04:54","25"
"04:55","20"
"04:56","75"
"04:57","35"
"04:58","75"
"04:59","35"
"05:00","10"
"05:01","45"
"05:02","51"
"05:03","45"
"05:04","65"
"05:05","35"
"05:06","5"
"05:07","65"
"05:08","40"
"05:09","60"
"05:10","45"
"05:11","30"
"05:12","5"
"05:13","70"
"05:14","30"
"05:15","75"
"05:16","40"
"05:17","25"
"05:18","20"
"05:19","75"
"05:20","40"
"05:21","70"
"05:22","35"
"05:23","10"
"05:24","45"
"05:25","50"
"05:26","65"
"05:27","50"
"05:28","30"
"05:29","5"
"05:30","70"
"05:31","35"
"05:32","75"
"05:33","35"
"05:34","25"
"05:35","20"
"05:36","75"
"05:37","30"
"05:38","80"
"05:39","30"
"05:40","15"
"05:41","50"
"05:42","45"
"05:43","75"
"05:44","40"
"05:45","30"
"05:46","5"
"05:47","90"
"05:48","20"
"05:49","90"
"05:50","20"
"05:51","25"
"05:52","45"
"05:53","50"
"05:54","65"
"05:55","45"
"05:56","35"
"05:57","5"
"05:58","75"
"05:59","30"
"06:00","95"
"06:01","15"
"06:02","25"
"06:03","40"
"06:04","60"
"06:05","65"
"06:06","45"
"06:07","35"
"06:08","5"
"06:09","80"
"06:10","25"
"06:11","95"
"06:12","20"
"06:13","25"
"06:14","35"
"06:15","55"
"06:16","35"
"06:17","75"
"06:18","35"
"06:19","10"
"06:20","45"
"06:21","50"
"06:22","65"
"06:23","50"
"06:24","30"
"06:25","5"
"06:26","50"
"06:27","45"
"06:28","80"
"06:29","35"
"06:30","30"
"06:31","5"
"06:32","85"
"06:33","20"
"06:34","95"
"06:35","15"
"06:36","25"
"06:37","35"
"06:38","60"
"06:39","45"
"06:40","65"
"06:41","25"
"06:42","20"
"06:43","45"
"06:44","50"
"06:45","65"
"06:46","45"
"06:47","35"
"06:48","5"
"06:49","55"
"06:50","40"
"06:51","85"
"06:52","30"
"06:53","30"
"06:54","5"
"06:55","70"
"06:56","35"
"06:57","95"
"06:58","15"
"06:59","25"
"07:00","20"
"07:01","75"
"07:02","30"
"07:03","80"
"07:04","35"
"07:05","10"
"07:06","50"
"07:07","45"
"07:08","85"
"07:09","35"
"07:10","25"
"07:11","20"
"07:12","75"
"07:13","20"
"07:14","90"
"07:15","15"
"07:16","25"
"07:17","30"
"07:18","65"
"07:19","40"
"07:20","70"
"07:21","25"
"07:22","20"
"07:23","45"
"07:24","45"
"07:25","45"
"07:26","65"
"07:27","30"
"07:28","15"
"07:29","45"
"07:30","50"
"07:31","65"
"07:32","45"
"07:33","35"
"07:34","5"
"07:35","50"
"07:36","45"
"07:37","70"
"07:38","45"
"07:39","30"
"07:40","5"
"07:41","60"
"07:42","16"
"07:43","75"
"07:44","38"
"07:45","29"
"07:46","54"
"07:47","45"
"07:48","0"
"07:49","45"
"07:50","75"
"07:51","25"
"07:52","60"
"07:53","40"
"07:54","0"
"07:55","100"
"07:56","25"
"07:57","45"
"07:58","70"
"07:59","5"
"08:00","15"
"08:01","105"
"08:02","15"
"08:03","65"
"08:04","45"
"08:05","0"
"08:06","70"
"08:07","50"
"08:08","30"
"08:09","75"
"08:10","19"
"08:11","0"
"08:12","70"
"08:13","50"
"08:14","25"
"08:15","75"
"08:16","25"
"08:17","0"
"08:18","95"
"08:19","30"
"08:20","40"
"08:21","80"
"08:22","0"
"08:23","15"
"08:24","105"
"08:25","5"
"08:26","55"
"08:27","65"
"08:28","0"
"08:29","35"
"08:30","85"
"08:31","20"
"08:32","65"
"08:33","40"
"08:34","0"
"08:35","55"
"08:36","65"
"08:37","23"
"08:38","71"
"08:39","20"
"08:40","0"
"08:41","45"
"08:42","85"
"08:43","20"
"08:44","95"
"08:45","0"
"08:46","0"
"08:47","60"
"08:48","70"
"08:49","65"
"08:50","50"
"08:51","0"
"08:52","0"
"08:53","90"
"08:54","45"
"08:55","75"
"08:56","35"
"08:57","0"
"08:58","8"
"08:59","76"
"09:00","24"
"09:01","60"
"09:02","50"
"09:03","5"
"09:04","85"
"09:05","45"
"09:06","0"
"09:07","60"
"09:08","50"
"09:09","10"
"09:10","90"
"09:11","35"
"09:12","0"
"09:13","75"
"09:14","35"
"09:15","10"
"09:16","120"
"09:17","5"
"09:18","0"
"09:19","70"
"09:20","28"
"09:21","15"
"09:22","107"
"09:23","5"
"09:24","25"
"09:25","85"
"09:26","0"
"09:27","50"
"09:28","70"
"09:29","15"
"09:30","35"
"09:31","75"
"09:32","0"
"09:33","55"
"09:34","75"
"09:35","5"
"09:36","25"
"09:37","85"
"09:38","0"
"09:39","50"
"09:40","75"
"09:41","10"
"09:42","45"
"09:43","65"
"09:44","10"
"09:45","70"
"09:46","50"
"09:47","15"
"09:48","90"
"09:49","10"
"09:50","50"
"09:51","75"
"09:52","10"
"09:53","55"
"09:54","55"
"09:55","35"
"09:56","45"
"09:57","50"
"09:58","10"
"09:59","90"
"10:00","15"
"10:01","33"
"10:02","38"
"10:03","26"
"10:04","7"
"10:05","17"
"10:06","0"
"10:07","0"
