"Relative Time","acker"
"03:04","0.851"
"03:05","0.839"
"03:06","0.877"
"03:07","0.827"
"03:08","0.862"
"03:09","0.861"
"03:10","0.862"
"03:11","0.905"
"03:12","0.919"
"03:13","0.907"
"03:14","0.848"
"03:15","0.907"
"03:16","0.969"
"03:17","0.959"
"03:18","0.907"
"03:19","0.867"
"03:20","0.885"
"03:21","1.037"
"03:22","1.025"
"03:23","1.029"
"03:24","0.914"
"03:25","0.915"
"03:26","0.966"
"03:27","0.917"
"03:28","1.069"
"03:29","0.976"
"03:30","1.022"
"03:31","1.139"
"03:32","0.999"
"03:33","0.954"
"03:34","0.946"
"03:35","1.056"
"03:36","1.068"
"03:37","0.975"
"03:38","1.107"
"03:39","0.96"
"03:40","0.989"
"03:41","1.042"
"03:42","1.108"
"03:43","1.068"
"03:44","0.986"
"03:45","0.996"
"03:46","1.014"
"03:47","1.019"
"03:48","1.069"
"03:49","1.017"
"03:50","1.018"
"03:51","1.014"
"03:52","1.014"
"03:53","1.028"
"03:54","1.107"
"03:55","1.131"
"03:56","1.295"
"03:57","1.06"
"03:58","1.037"
"03:59","1.144"
"04:00","1.124"
"04:01","1.088"
"04:02","1.098"
"04:03","1.086"
"04:04","1.097"
"04:05","1.067"
"04:06","1.082"
"04:07","1.089"
"04:08","1.13"
"04:09","1.091"
"04:10","1.102"
"04:11","1.098"
"04:12","1.234"
"04:13","1.112"
"04:14","1.12"
"04:15","1.12"
"04:16","1.135"
"04:17","1.086"
"04:18","1.115"
"04:19","1.179"
"04:20","1.139"
"04:21","1.164"
"04:22","1.155"
"04:23","1.156"
"04:24","1.158"
"04:25","1.207"
"04:26","1.117"
"04:27","1.094"
"04:28","1.147"
"04:29","1.173"
"04:30","1.124"
"04:31","1.1"
"04:32","1.11"
"04:33","1.177"
"04:34","1.168"
"04:35","1.143"
"04:36","1.084"
"04:37","1.082"
"04:38","1.099"
"04:39","1.121"
"04:40","1.094"
"04:41","1.08"
"04:42","1.098"
"04:43","1.295"
"04:44","1.204"
"04:45","1.161"
"04:46","1.092"
"04:47","1.089"
"04:48","1.088"
"04:49","1.321"
"04:50","1.206"
"04:51","1.081"
"04:52","1.098"
"04:53","1.177"
"04:54","1.382"
"04:55","1.157"
"04:56","1.137"
"04:57","1.117"
"04:58","1.1"
"04:59","1.103"
"05:00","1.179"
"05:01","1.14"
"05:02","1.205"
"05:03","1.264"
"05:04","1.141"
"05:05","1.096"
"05:06","1.124"
"05:07","1.088"
"05:08","1.078"
"05:09","1.154"
"05:10","1.334"
"05:11","1.158"
"05:12","1.222"
"05:13","1.161"
"05:14","1.114"
"05:15","1.291"
"05:16","1.136"
"05:17","1.085"
"05:18","1.081"
"05:19","1.103"
"05:20","1.085"
"05:21","1.074"
"05:22","1.112"
"05:23","1.171"
"05:24","1.113"
"05:25","1.151"
"05:26","1.13"
"05:27","1.161"
"05:28","1.132"
"05:29","1.147"
"05:30","1.15"
"05:31","1.128"
"05:32","1.174"
"05:33","1.225"
"05:34","1.098"
"05:35","1.112"
"05:36","1.107"
"05:37","1.127"
"05:38","1.087"
"05:39","1.137"
"05:40","1.121"
"05:41","1.095"
"05:42","1.091"
"05:43","1.087"
"05:44","1.102"
"05:45","1.149"
"05:46","1.157"
"05:47","1.098"
"05:48","1.101"
"05:49","1.092"
"05:50","1.135"
"05:51","1.087"
"05:52","1.094"
"05:53","1.106"
"05:54","1.116"
"05:55","1.151"
"05:56","1.094"
"05:57","1.157"
"05:58","1.116"
"05:59","1.091"
"06:00","1.093"
"06:01","1.138"
"06:02","1.084"
"06:03","1.084"
"06:04","1.079"
"06:05","1.075"
"06:06","1.118"
"06:07","1.148"
"06:08","1.076"
"06:09","1.075"
"06:10","1.081"
"06:11","1.091"
"06:12","1.093"
"06:13","1.073"
"06:14","1.098"
"06:15","1.21"
"06:16","1.276"
"06:17","1.166"
"06:18","1.105"
"06:19","1.07"
"06:20","1.227"
"06:21","1.216"
"06:22","1.134"
"06:23","1.077"
"06:24","1.202"
"06:25","1.14"
"06:26","1.325"
"06:27","1.154"
"06:28","1.1"
"06:29","1.111"
"06:30","1.094"
"06:31","1.2"
"06:32","1.166"
"06:33","1.167"
"06:34","1.156"
"06:35","1.131"
"06:36","1.123"
"06:37","1.117"
"06:38","1.087"
"06:39","1.16"
"06:40","1.184"
"06:41","1.107"
"06:42","1.303"
"06:43","1.134"
"06:44","1.11"
"06:45","1.101"
"06:46","1.139"
"06:47","1.099"
"06:48","1.187"
"06:49","1.179"
"06:50","1.178"
"06:51","1.099"
"06:52","1.326"
"06:53","1.23"
"06:54","1.212"
"06:55","1.112"
"06:56","1.088"
"06:57","1.157"
"06:58","1.122"
"06:59","1.252"
"07:00","1.173"
"07:01","1.09"
"07:02","1.083"
"07:03","1.105"
"07:04","1.098"
"07:05","1.071"
"07:06","1.071"
"07:07","1.098"
"07:08","1.098"
"07:09","1.073"
"07:10","1.082"
"07:11","1.115"
"07:12","1.118"
"07:13","1.182"
"07:14","1.17"
"07:15","1.339"
"07:16","1.236"
"07:17","1.082"
"07:18","1.143"
"07:19","1.196"
"07:20","1.131"
"07:21","1.126"
"07:22","1.188"
"07:23","1.135"
"07:24","1.249"
"07:25","1.19"
"07:26","1.206"
"07:27","1.224"
"07:28","1.182"
"07:29","1.118"
"07:30","1.131"
"07:31","1.124"
"07:32","1.154"
"07:33","1.162"
"07:34","1.148"
"07:35","1.207"
"07:36","1.223"
"07:37","1.168"
"07:38","1.169"
"07:39","1.148"
"07:40","1.157"
"07:41","1.121"
"07:42","1.219"
"07:43","1.352"
"07:44","1.208"
"07:45","1.281"
"07:46","1.344"
"07:47","1.263"
"07:48","1.112"
"07:49","1.259"
"07:50","1.295"
"07:51","1.217"
"07:52","1.162"
"07:53","1.095"
"07:54","1.087"
"07:55","1.076"
"07:56","1.081"
"07:57","1.113"
"07:58","1.091"
"07:59","1.164"
"08:00","1.226"
"08:01","1.077"
"08:02","1.079"
"08:03","1.073"
"08:04","1.079"
"08:05","1.137"
"08:06","1.288"
"08:07","1.131"
"08:08","1.148"
"08:09","1.14"
"08:10","1.112"
"08:11","1.345"
"08:12","1.32"
"08:13","1.193"
"08:14","1.24"
"08:15","1.136"
"08:16","1.112"
"08:17","1.096"
"08:18","1.151"
"08:19","1.117"
"08:20","1.129"
"08:21","1.117"
"08:22","1.101"
"08:23","1.187"
"08:24","1.155"
"08:25","1.262"
"08:26","1.143"
"08:27","1.15"
"08:28","1.13"
"08:29","1.148"
"08:30","1.147"
"08:31","1.125"
"08:32","1.121"
"08:33","1.174"
"08:34","1.295"
"08:35","1.14"
"08:36","1.109"
"08:37","1.124"
"08:38","1.218"
"08:39","1.17"
"08:40","1.35"
"08:41","1.277"
"08:42","1.191"
"08:43","1.207"
"08:44","1.279"
"08:45","1.239"
"08:46","1.144"
"08:47","1.087"
"08:48","1.098"
"08:49","1.078"
"08:50","1.077"
"08:51","1.185"
"08:52","1.214"
"08:53","1.251"
"08:54","1.113"
"08:55","1.11"
"08:56","1.218"
"08:57","1.188"
"08:58","1.179"
"08:59","1.179"
"09:00","1.191"
"09:01","1.396"
"09:02","1.348"
"09:03","1.239"
"09:04","1.158"
"09:05","1.265"
"09:06","1.224"
"09:07","1.174"
"09:08","1.168"
"09:09","1.182"
"09:10","1.15"
"09:11","1.216"
"09:12","1.145"
"09:13","1.133"
"09:14","1.191"
"09:15","1.16"
"09:16","1.113"
"09:17","1.271"
"09:18","1.18"
"09:19","1.11"
"09:20","1.125"
"09:21","1.224"
"09:22","1.147"
"09:23","1.231"
"09:24","1.463"
"09:25","1.216"
"09:26","1.149"
"09:27","1.189"
"09:28","1.194"
"09:29","1.216"
"09:30","1.18"
"09:31","1.226"
"09:32","1.274"
"09:33","1.111"
"09:34","1.093"
"09:35","1.098"
"09:36","1.386"
"09:37","1.263"
"09:38","1.344"
"09:39","1.139"
"09:40","1.085"
"09:41","1.171"
"09:42","1.147"
"09:43","1.172"
"09:44","1.137"
"09:45","1.099"
"09:46","1.073"
"09:47","1.073"
"09:48","1.074"
"09:49","1.078"
"09:50","1.083"
"09:51","1.074"
"09:52","1.072"
"09:53","1.086"
"09:54","1.11"
"09:55","1.105"
"09:56","1.094"
"09:57","1.084"
"09:58","1.113"
"09:59","1.218"
"10:00","1.114"
"10:01","1.173"
"10:02","1.151"
"10:03","1.157"
"10:04","1.159"
"10:05","1.199"
"10:06","1.196"
