"Relative Time","Hits"
"11:19","0"
"11:20","27"
"11:21","9"
"11:22","0"
"11:23","72"
"11:24","90"
"11:25","207"
"11:26","0"
"11:27","32"
"11:28","0"
"11:29","0"
"11:30","0"
"11:31","24"
"11:32","8"
"11:33","0"
"11:34","64"
"11:35","56"
"11:36","184"
"11:37","56"
"11:38","0"
"11:39","0"
"11:40","0"
"11:41","24"
"11:42","8"
"11:43","0"
"11:44","17"
"11:45","90"
"11:46","109"
"11:47","163"
"11:48","9"
"11:49","0"
"11:50","0"
"11:51","0"
"11:52","32"
"11:53","0"
"11:54","8"
"11:55","0"
"11:56","145"
"11:57","108"
"11:58","108"
"11:59","18"
"12:00","0"
"12:01","0"
"12:02","36"
"12:03","0"
"12:04","0"
"12:05","9"
"12:06","153"
"12:07","8"
"12:08","96"
"12:09","78"
"12:10","45"
"12:11","0"
"12:12","0"
"12:13","35"
"12:14","0"
"12:15","9"
"12:16","0"
"12:17","117"
"12:18","153"
"12:19","27"
"12:20","54"
"12:21","45"
"12:22","0"
"12:23","9"
"12:24","27"
"12:25","0"
"12:26","8"
"12:27","0"
"12:28","200"
"12:29","54"
"12:30","27"
"12:31","54"
"12:32","45"
"12:33","0"
"12:34","0"
"12:35","36"
"12:36","0"
"12:37","9"
"12:38","144"
"12:39","36"
"12:40","90"
"12:41","43"
"12:42","64"
"12:43","8"
"12:44","0"
"12:45","32"
"12:46","0"
"12:47","8"
"12:48","45"
"12:49","99"
"12:50","72"
"12:51","63"
"12:52","108"
"12:53","9"
"12:54","0"
"12:55","36"
"12:56","0"
"12:57","9"
"12:58","0"
"12:59","81"
"13:00","63"
"13:01","63"
"13:02","81"
"13:03","99"
"13:04","9"
"13:05","0"
"13:06","36"
"13:07","0"
"13:08","9"
"13:09","0"
"13:10","144"
"13:11","0"
"13:12","126"
"13:13","90"
"13:14","36"
"13:15","0"
"13:16","18"
"13:17","18"
"13:18","9"
"13:19","0"
"13:20","63"
"13:21","81"
"13:22","99"
"13:23","47"
"13:24","110"
"13:25","10"
"13:26","0"
"13:27","40"
"13:28","0"
"13:29","9"
"13:30","0"
"13:31","144"
"13:32","18"
"13:33","108"
"13:34","18"
"13:35","99"
"13:36","9"
"13:37","0"
"13:38","36"
"13:39","9"
"13:40","0"
"13:41","135"
"13:42","9"
"13:43","126"
"13:44","0"
"13:45","81"
"13:46","45"
"13:47","0"
"13:48","9"
"13:49","36"
"13:50","0"
"13:51","126"
"13:52","18"
"13:53","126"
"13:54","0"
"13:55","54"
"13:56","64"
"13:57","0"
"13:58","8"
"13:59","33"
"14:00","0"
"14:01","0"
"14:02","128"
"14:03","16"
"14:04","108"
"14:05","0"
"14:06","99"
"14:07","27"
"14:08","0"
"14:09","36"
"14:10","0"
"14:11","9"
"14:12","135"
"14:13","9"
"14:14","18"
"14:15","108"
"14:16","9"
"14:17","117"
"14:18","0"
"14:19","9"
"14:20","27"
"14:21","9"
"14:22","0"
"14:23","144"
"14:24","18"
"14:25","0"
"14:26","108"
"14:27","63"
"14:28","63"
"14:29","0"
"14:30","32"
"14:31","0"
"14:32","9"
"14:33","96"
"14:34","33"
"14:35","16"
"14:36","96"
"14:37","0"
"14:38","63"
"14:39","63"
"14:40","27"
"14:41","9"
"14:42","0"
"14:43","108"
"14:44","36"
"14:45","27"
"14:46","90"
"14:47","18"
"14:48","0"
"14:49","96"
"14:50","16"
"14:51","32"
"14:52","0"
"14:53","0"
"14:54","144"
"14:55","0"
"14:56","27"
"14:57","45"
"14:58","63"
"14:59","81"
"15:00","45"
"15:01","36"
"15:02","0"
"15:03","0"
"15:04","0"
"15:05","80"
"15:06","80"
"15:07","27"
"15:08","108"
"15:09","0"
"15:10","126"
"15:11","27"
"15:12","9"
"15:13","0"
"15:14","0"
"15:15","0"
"15:16","18"
"15:17","153"
"15:18","72"
"15:19","36"
"15:20","80"
"15:21","40"
"15:22","24"
"15:23","0"
"15:24","0"
"15:25","0"
"15:26","0"
"15:27","88"
"15:28","64"
"15:29","0"
"15:30","189"
"15:31","45"
"15:32","36"
"15:33","0"
"15:34","0"
"15:35","0"
"15:36","0"
"15:37","63"
"15:38","108"
"15:39","0"
"15:40","54"
"15:41","180"
"15:42","9"
"15:43","27"
"15:44","0"
"15:45","0"
"15:46","0"
"15:47","0"
"15:48","153"
"15:49","18"
"15:50","0"
"15:51","90"
"15:52","144"
"15:53","18"
"15:54","18"
"15:55","0"
"15:56","0"
"15:57","0"
"15:58","0"
"15:59","171"
"16:00","0"
"16:01","0"
"16:02","189"
"16:03","54"
"16:04","27"
"16:05","0"
"16:06","0"
"16:07","0"
"16:08","0"
"16:09","54"
"16:10","117"
"16:11","0"
"16:12","108"
"16:13","116"
"16:14","9"
"16:15","27"
"16:16","0"
"16:17","0"
"16:18","0"
"16:19","0"
"16:20","171"
"16:21","0"
"16:22","0"
"16:23","149"
"16:24","90"
"16:25","9"
"16:26","27"
"16:27","0"
"16:28","0"
"16:29","0"
"16:30","27"
"16:31","144"
"16:32","0"
"16:33","63"
"16:34","171"
"16:35","9"
"16:36","27"
"16:37","0"
"16:38","0"
"16:39","0"
"16:40","0"
"16:41","108"
"16:42","63"
"16:43","0"
"16:44","90"
"16:45","144"
"16:46","9"
"16:47","27"
"16:48","0"
"16:49","0"
"16:50","0"
"16:51","0"
"16:52","171"
"16:53","0"
"16:54","0"
"16:55","216"
"16:56","27"
"16:57","27"
"16:58","0"
"16:59","0"
"17:00","0"
"17:01","0"
"17:02","0"
"17:03","171"
"17:04","0"
"17:05","48"
"17:06","160"
"17:07","8"
"17:08","24"
"17:09","0"
"17:10","0"
"17:11","0"
"17:12","0"
"17:13","72"
"17:14","88"
"17:15","0"
"17:16","162"
"17:17","72"
"17:18","18"
"17:19","18"
"17:20","0"
"17:21","0"
"17:22","0"
"17:23","9"
"17:24","90"
"17:25","72"
"17:26","0"
"17:27","216"
"17:28","18"
"17:29","37"
"17:30","0"
"17:31","0"
"17:32","0"
"17:33","0"
"17:34","99"
"17:35","0"
"17:36","72"
"17:37","189"
"17:38","45"
"17:39","27"
"17:40","0"
"17:41","9"
"17:42","0"
"17:43","0"
"17:44","0"
"17:45","99"
"17:46","72"
"17:47","0"
"17:48","216"
"17:49","18"
"17:50","24"
"17:51","9"
"17:52","0"
"17:53","0"
"17:54","0"
"17:55","54"
"17:56","45"
"17:57","72"
"17:58","0"
"17:59","189"
"18:00","72"
"18:01","0"
"18:02","9"
"18:03","0"
"18:04","0"
"18:05","0"
"18:06","99"
"18:07","0"
"18:08","72"
"18:09","90"
"18:10","153"
"18:11","18"
"18:12","0"
"18:13","9"
"18:14","0"
"18:15","0"
"18:16","9"
"18:17","90"
"18:18","72"
"18:19","9"
"18:20","189"
"18:21","63"
"18:22","0"
"18:23","0"
"18:24","9"
"18:25","0"
"18:26","0"
"18:27","54"
"18:28","45"
"18:29","72"
"18:30","90"
"18:31","153"
"18:32","16"
"18:33","0"
"18:34","9"
"18:35","0"
"18:36","0"
"18:37","0"
"18:38","99"
"18:39","0"
"18:40","72"
"18:41","54"
"18:42","207"
"18:43","0"
"18:44","0"
"18:45","9"
"18:46","0"
"18:47","0"
"18:48","0"
"18:49","99"
"18:50","45"
"18:51","27"
"18:52","234"
"18:53","27"
"18:54","0"
"18:55","0"
"18:56","9"
"18:57","0"
"18:58","0"
"18:59","45"
"19:00","54"
"19:01","72"
"19:02","0"
"19:03","243"
"19:04","18"
"19:05","0"
"19:06","9"
"19:07","0"
"19:08","0"
"19:09","0"
"19:10","99"
"19:11","0"
"19:12","72"
"19:13","117"
"19:14","144"
"19:15","0"
"19:16","0"
"19:17","9"
"19:18","0"
"19:19","0"
"19:20","0"
"19:21","99"
"19:22","64"
"19:23","72"
"19:24","160"
"19:25","0"
"19:26","0"
"19:27","0"
"19:28","8"
"19:29","0"
"19:30","0"
"19:31","0"
"19:32","126"
"19:33","45"
"19:34","207"
"19:35","54"
"19:36","0"
"19:37","0"
"19:38","9"
"19:39","0"
"19:40","0"
"19:41","0"
"19:42","9"
"19:43","162"
"19:44","90"
"19:45","171"
"19:46","0"
"19:47","0"
"19:48","9"
"19:49","0"
"19:50","0"
"19:51","0"
"19:52","0"
"19:53","153"
"19:54","18"
"19:55","234"
"19:56","27"
"19:57","0"
"19:58","9"
"19:59","0"
"20:00","0"
"20:01","0"
"20:02","0"
"20:03","0"
"20:04","144"
"20:05","27"
"20:06","242"
"20:07","16"
"20:08","0"
"20:09","0"
"20:10","8"
"20:11","0"
"20:12","0"
"20:13","0"
"20:14","0"
"20:15","59"
"20:16","2"
"20:17","40"
"20:18","12"
"20:19","0"
"20:20","0"
