"Relative Time","acker:Pass","acker_showstopper:Pass","Action_Transaction:Pass","vuser_end_Transaction:Pass","vuser_init_Transaction:Pass"
"01:41","43","0","43","0","0"
"01:42","34","0","34","0","1"
"01:43","45","0","45","0","0"
"01:44","29","0","29","0","0"
"01:45","36","0","36","0","0"
"01:46","43","0","43","0","0"
"01:47","34","0","34","0","1"
"01:48","44","0","44","0","0"
"01:49","37","0","37","0","0"
"01:50","44","0","44","0","0"
"01:51","43","0","43","0","0"
"01:52","45","0","45","0","1"
"01:53","45","0","45","0","0"
"01:54","39","0","39","0","0"
"01:55","40","0","40","0","0"
"01:56","45","0","45","0","0"
"01:57","44","0","44","0","1"
"01:58","42","0","42","0","0"
"01:59","36","0","36","0","0"
"02:00","38","0","38","0","0"
"02:01","45","0","45","0","0"
"02:02","45","0","45","0","0"
"02:03","44","0","44","0","1"
"02:04","41","0","41","0","0"
"02:05","34","0","34","0","0"
"02:06","45","0","45","0","0"
"02:07","45","0","45","0","0"
"02:08","45","0","45","0","1"
"02:09","43","0","43","0","0"
"02:10","44","0","44","0","0"
"02:11","37","0","37","0","0"
"02:12","38","0","38","0","0"
"02:13","45","0","45","0","1"
"02:14","39","0","39","0","0"
"02:15","27","0","27","0","0"
"02:16","43","0","43","0","0"
"02:17","45","0","45","0","0"
"02:18","44","0","44","0","1"
"02:19","36","0","36","0","0"
"02:20","45","0","45","0","0"
"02:21","46","0","46","0","0"
"02:22","45","0","45","0","0"
"02:23","37","0","37","0","1"
"02:24","43","0","43","0","0"
"02:25","38","0","38","0","0"
"02:26","43","0","43","0","0"
"02:27","23","0","23","0","0"
"02:28","36","0","36","0","1"
"02:29","40","0","40","0","0"
"02:30","36","0","36","0","0"
"02:31","42","0","42","0","0"
"02:32","46","0","46","0","0"
"02:33","40","0","40","0","1"
"02:34","37","0","37","0","0"
"02:35","44","0","44","0","0"
"02:36","45","0","45","0","0"
"02:37","45","0","45","0","0"
"02:38","44","0","44","0","1"
"02:39","45","0","45","0","0"
"02:40","45","0","45","0","0"
"02:41","39","0","39","0","0"
"02:42","35","0","35","0","0"
"02:43","44","0","44","0","1"
"02:44","41","0","41","0","0"
"02:45","45","0","45","0","0"
"02:46","42","0","42","0","0"
"02:47","43","0","43","0","0"
"02:48","45","0","45","0","1"
"02:49","34","0","34","0","0"
"02:50","39","0","39","0","0"
"02:51","45","0","45","0","0"
"02:52","45","0","45","0","0"
"02:53","38","0","38","0","1"
"02:54","46","0","46","0","0"
"02:55","34","0","34","0","0"
"02:56","45","0","45","0","0"
"02:57","46","0","46","0","0"
"02:58","45","0","45","0","1"
"02:59","37","0","37","0","0"
"03:00","46","0","46","0","0"
"03:01","44","0","44","0","0"
"03:02","46","0","46","0","0"
"03:03","44","0","44","0","1"
"03:04","41","0","41","0","0"
"03:05","41","0","41","0","0"
"03:06","41","0","41","0","0"
"03:07","45","0","45","0","0"
"03:08","46","0","46","0","1"
"03:09","45","0","45","0","0"
"03:10","45","0","45","0","0"
"03:11","44","0","44","0","0"
"03:12","46","0","46","0","0"
"03:13","46","0","46","0","0"
"03:14","38","0","38","0","1"
"03:15","46","0","46","0","0"
"03:16","37","0","37","0","0"
"03:17","45","0","45","0","0"
"03:18","40","0","40","0","0"
"03:19","31","0","31","0","1"
"03:20","37","0","37","0","0"
"03:21","45","0","45","0","0"
"03:22","46","0","46","0","0"
"03:23","43","0","43","0","0"
"03:24","44","0","44","0","1"
"03:25","46","0","46","0","0"
"03:26","44","0","44","0","0"
"03:27","46","0","46","0","0"
"03:28","39","0","39","0","0"
"03:29","45","0","45","0","1"
"03:30","45","0","45","0","0"
"03:31","35","0","35","0","0"
"03:32","45","0","45","0","0"
"03:33","45","0","45","0","0"
"03:34","45","0","44","0","1"
"03:35","45","0","46","0","0"
"03:36","44","0","44","0","0"
"03:37","42","0","42","0","0"
"03:38","45","0","45","0","0"
"03:39","46","0","46","0","1"
"03:40","44","0","44","0","0"
"03:41","36","0","36","0","0"
"03:42","45","0","45","0","0"
"03:43","45","0","45","0","0"
"03:44","41","0","41","0","1"
"03:45","29","0","29","0","0"
"03:46","33","0","33","0","0"
"03:47","33","0","33","0","0"
"03:48","42","0","42","0","0"
"03:49","40","0","40","0","1"
"03:50","38","0","38","0","0"
"03:51","41","0","41","0","0"
"03:52","45","0","45","0","0"
"03:53","41","0","41","0","0"
"03:54","37","0","37","0","1"
"03:55","29","0","29","0","0"
"03:56","38","0","38","0","0"
"03:57","45","0","45","0","0"
"03:58","45","0","45","0","0"
"03:59","46","0","46","0","1"
"04:00","45","0","45","0","0"
"04:01","46","0","46","0","0"
"04:02","40","0","40","0","0"
"04:03","38","0","38","0","0"
"04:04","45","0","45","0","1"
"04:05","46","0","46","0","0"
"04:06","45","0","45","0","0"
"04:07","36","0","36","0","0"
"04:08","44","0","44","0","0"
"04:09","46","0","46","0","0"
"04:10","39","0","39","0","0"
"04:11","14","0","14","0","0"
"04:12","46","0","46","0","0"
"04:13","43","0","43","0","0"
"04:14","45","0","45","0","0"
"04:15","41","0","41","0","0"
"04:16","43","0","43","0","0"
"04:17","45","0","45","0","0"
"04:18","40","0","40","0","0"
"04:19","46","0","46","0","0"
"04:20","36","0","36","0","0"
"04:21","46","0","46","0","0"
"04:22","45","0","45","0","0"
"04:23","24","0","24","0","0"
"04:24","45","0","45","0","0"
"04:25","37","0","37","0","0"
"04:26","44","0","44","0","0"
"04:27","37","0","37","0","0"
"04:28","45","0","45","0","0"
"04:29","43","0","43","0","0"
"04:30","43","0","43","0","0"
"04:31","45","0","45","0","0"
"04:32","42","0","42","0","0"
"04:33","32","0","32","0","0"
"04:34","46","0","46","0","0"
"04:35","45","0","45","0","0"
"04:36","40","0","40","0","0"
"04:37","45","0","45","0","0"
"04:38","41","0","41","0","0"
"04:39","41","0","41","0","0"
"04:40","44","0","44","0","0"
"04:41","23","0","23","0","0"
"04:42","46","0","46","0","0"
"04:43","46","0","46","0","0"
"04:44","46","0","46","0","0"
"04:45","40","0","40","0","0"
"04:46","42","0","42","0","0"
"04:47","39","0","39","0","0"
"04:48","42","0","42","0","0"
"04:49","43","0","43","0","0"
"04:50","46","0","46","0","0"
"04:51","44","0","44","0","0"
"04:52","46","0","46","0","0"
"04:53","21","0","21","0","0"
"04:54","41","0","41","0","0"
"04:55","39","0","39","0","0"
"04:56","36","0","36","0","0"
"04:57","30","0","30","0","0"
"04:58","44","0","44","0","0"
"04:59","44","0","44","0","0"
"05:00","46","0","46","0","0"
"05:01","46","0","46","0","0"
"05:02","42","0","42","0","0"
"05:03","38","0","38","0","0"
"05:04","43","0","43","0","0"
"05:05","45","0","45","0","0"
"05:06","36","0","36","0","0"
"05:07","35","0","35","0","0"
"05:08","41","0","41","0","0"
"05:09","43","0","43","0","0"
"05:10","44","0","44","0","0"
"05:11","34","0","34","0","0"
"05:12","40","0","40","0","0"
"05:13","39","0","39","0","0"
"05:14","41","0","41","0","0"
"05:15","39","0","39","0","0"
"05:16","41","0","41","0","0"
"05:17","37","0","37","0","0"
"05:18","43","0","43","0","0"
"05:19","36","0","36","0","0"
"05:20","35","0","35","0","0"
"05:21","45","0","45","0","0"
"05:22","46","0","46","0","0"
"05:23","37","0","37","0","0"
"05:24","37","0","37","0","0"
"05:25","46","0","46","0","0"
"05:26","45","0","45","0","0"
"05:27","37","0","37","0","0"
"05:28","45","0","45","0","0"
"05:29","44","0","44","0","0"
"05:30","45","0","45","0","0"
"05:31","40","0","40","0","0"
"05:32","41","0","41","0","0"
"05:33","27","0","27","0","0"
"05:34","44","0","44","0","0"
"05:35","44","0","44","0","0"
"05:36","32","0","32","0","0"
"05:37","46","0","46","0","0"
"05:38","38","0","38","0","0"
"05:39","37","0","37","0","0"
"05:40","46","0","46","0","0"
"05:41","45","0","45","0","0"
"05:42","46","0","46","0","0"
"05:43","40","0","40","0","0"
"05:44","26","0","26","0","0"
"05:45","46","0","46","0","0"
"05:46","43","0","43","0","0"
"05:47","46","0","46","0","0"
"05:48","44","0","44","0","0"
"05:49","35","0","35","0","0"
"05:50","42","0","42","0","0"
"05:51","22","0","22","0","0"
"05:52","34","0","34","0","0"
"05:53","39","0","39","0","0"
"05:54","26","0","26","0","0"
"05:55","41","0","41","0","0"
"05:56","46","0","46","0","0"
"05:57","40","0","40","0","0"
"05:58","46","0","46","0","0"
"05:59","42","0","42","0","0"
"06:00","44","0","44","0","0"
"06:01","43","0","43","0","0"
"06:02","45","0","45","0","0"
"06:03","42","0","42","0","0"
"06:04","45","0","45","0","0"
"06:05","41","0","41","0","0"
"06:06","31","0","31","0","0"
"06:07","44","0","44","0","0"
"06:08","41","0","41","0","0"
"06:09","29","0","29","0","0"
"06:10","43","0","43","0","0"
"06:11","40","0","39","0","0"
"06:12","44","0","45","0","0"
"06:13","46","0","46","0","0"
"06:14","33","0","33","0","0"
"06:15","46","0","46","0","0"
"06:16","40","0","40","0","0"
"06:17","30","0","30","0","0"
"06:18","39","0","39","0","0"
"06:19","47","0","47","0","0"
"06:20","46","0","46","0","0"
"06:21","35","0","35","0","0"
"06:22","36","0","36","0","0"
"06:23","44","0","44","0","0"
"06:24","36","0","36","0","0"
"06:25","46","0","46","0","0"
"06:26","41","0","41","0","0"
"06:27","39","0","39","0","0"
"06:28","41","0","41","0","0"
"06:29","43","0","43","0","0"
"06:30","45","0","45","0","0"
"06:31","40","0","40","0","0"
"06:32","46","0","46","0","0"
"06:33","34","0","34","0","0"
"06:34","45","0","45","0","0"
"06:35","45","0","45","0","0"
"06:36","41","0","41","0","0"
"06:37","29","0","29","0","0"
"06:38","39","0","39","0","0"
"06:39","34","0","34","0","0"
"06:40","44","0","44","0","0"
"06:41","40","0","40","0","0"
"06:42","45","0","45","0","0"
"06:43","42","0","42","0","0"
"06:44","45","0","45","0","0"
"06:45","42","0","42","0","0"
"06:46","45","0","45","0","0"
"06:47","36","0","36","0","0"
"06:48","36","0","36","0","0"
"06:49","46","0","46","0","0"
"06:50","45","0","45","0","0"
"06:51","23","0","23","0","0"
"06:52","42","0","42","0","0"
"06:53","38","0","38","0","0"
"06:54","35","0","35","0","0"
"06:55","45","0","45","0","0"
"06:56","45","0","45","0","0"
"06:57","42","0","42","0","0"
"06:58","42","0","42","0","0"
"06:59","37","0","37","0","0"
"07:00","36","0","36","0","0"
"07:01","45","0","45","0","0"
"07:02","38","0","38","0","0"
"07:03","35","0","35","0","0"
"07:04","46","0","46","0","0"
"07:05","44","0","44","0","0"
"07:06","40","0","40","0","0"
"07:07","32","0","32","0","0"
"07:08","32","0","32","0","0"
"07:09","46","0","46","0","0"
"07:10","45","0","45","0","0"
"07:11","45","0","45","0","0"
"07:12","40","0","40","0","0"
"07:13","43","0","43","0","0"
"07:14","44","0","44","0","0"
"07:15","30","0","30","0","0"
"07:16","36","0","36","0","0"
"07:17","32","0","31","0","0"
"07:18","40","0","41","0","0"
"07:19","37","0","37","0","0"
"07:20","38","0","38","0","0"
"07:21","36","0","36","0","0"
"07:22","40","0","40","0","0"
"07:23","45","0","45","0","0"
"07:24","46","0","46","0","0"
"07:25","37","0","37","0","0"
"07:26","46","0","46","0","0"
"07:27","46","0","46","0","0"
"07:28","39","0","39","0","0"
"07:29","41","0","41","0","0"
"07:30","38","0","38","0","0"
"07:31","38","0","38","0","0"
"07:32","37","0","37","0","0"
"07:33","46","0","46","0","0"
"07:34","46","0","46","0","0"
"07:35","46","0","46","0","0"
"07:36","41","0","40","0","0"
"07:37","44","0","45","0","0"
"07:38","32","0","32","0","0"
"07:39","38","0","38","0","0"
"07:40","46","0","46","0","0"
"07:41","44","0","44","0","0"
"07:42","42","0","42","0","0"
"07:43","38","0","38","0","0"
"07:44","42","0","42","0","0"
"07:45","46","0","46","0","0"
"07:46","46","0","46","0","0"
"07:47","44","0","44","0","0"
"07:48","39","0","39","0","0"
"07:49","38","0","38","0","0"
"07:50","45","0","45","0","0"
"07:51","46","0","46","0","0"
"07:52","46","0","46","0","0"
"07:53","45","0","45","0","0"
"07:54","45","0","45","0","0"
"07:55","46","0","46","0","0"
"07:56","45","0","45","0","0"
"07:57","44","0","44","0","0"
"07:58","45","0","45","0","0"
"07:59","45","0","45","0","0"
"08:00","37","0","37","0","0"
"08:01","43","0","43","0","0"
"08:02","39","0","39","0","0"
"08:03","44","0","44","0","0"
"08:04","44","0","44","0","0"
"08:05","38","0","38","0","0"
"08:06","40","0","40","0","0"
"08:07","23","0","23","0","0"
"08:08","41","0","41","0","0"
"08:09","32","0","32","0","0"
"08:10","38","0","38","0","0"
"08:11","29","0","29","0","0"
"08:12","44","0","44","0","0"
"08:13","45","0","45","0","0"
"08:14","39","0","39","0","0"
"08:15","31","0","31","0","0"
"08:16","46","0","46","0","0"
"08:17","46","0","46","0","0"
"08:18","46","0","46","0","0"
"08:19","44","0","44","0","0"
"08:20","45","0","45","0","0"
"08:21","44","0","44","0","0"
"08:22","19","0","19","0","0"
"08:23","44","0","44","0","0"
"08:24","41","0","41","0","0"
"08:25","46","0","46","0","0"
"08:26","41","0","41","0","0"
"08:27","40","0","40","0","0"
"08:28","46","0","46","0","0"
"08:29","38","0","38","0","0"
"08:30","39","0","39","0","0"
"08:31","31","0","31","0","0"
"08:32","40","0","40","0","0"
"08:33","38","0","38","0","0"
"08:34","27","0","27","0","0"
"08:35","41","0","41","0","0"
"08:36","43","0","43","0","0"
"08:37","41","0","41","0","0"
"08:38","37","0","37","0","0"
"08:39","44","0","44","0","0"
"08:40","46","0","46","0","0"
"08:41","46","0","46","0","0"
"08:42","45","0","45","0","0"
"08:43","44","0","44","0","0"
"08:44","45","0","45","0","0"
"08:45","46","0","46","0","0"
"08:46","40","0","40","0","0"
"08:47","35","0","35","0","0"
"08:48","36","0","36","0","0"
"08:49","46","0","46","0","0"
"08:50","41","0","41","0","0"
"08:51","42","0","42","0","0"
"08:52","45","0","45","0","0"
"08:53","46","0","46","0","0"
"08:54","32","0","32","0","0"
"08:55","36","0","36","0","0"
"08:56","34","0","34","0","0"
"08:57","41","0","41","0","0"
"08:58","46","0","45","0","0"
"08:59","45","0","46","0","0"
"09:00","46","0","46","0","0"
"09:01","42","0","42","0","0"
"09:02","34","0","34","0","0"
"09:03","30","0","30","0","0"
"09:04","40","0","40","0","0"
"09:05","34","0","34","0","0"
"09:06","37","0","37","0","0"
"09:07","47","0","47","0","0"
"09:08","46","0","46","0","0"
"09:09","46","0","46","0","0"
"09:10","45","0","45","0","0"
"09:11","38","0","38","0","0"
"09:12","41","0","41","0","0"
"09:13","38","0","38","0","0"
"09:14","36","0","36","0","0"
"09:15","36","0","36","0","0"
"09:16","32","0","32","0","0"
"09:17","44","0","44","0","0"
"09:18","44","0","44","0","0"
"09:19","45","0","45","0","0"
"09:20","36","0","36","0","0"
"09:21","45","0","45","0","0"
"09:22","46","0","46","0","0"
"09:23","46","0","46","0","0"
"09:24","43","0","43","0","0"
"09:25","42","0","42","0","0"
"09:26","43","0","43","0","0"
"09:27","37","0","37","0","0"
"09:28","46","0","46","0","0"
"09:29","44","0","44","0","0"
"09:30","41","0","41","0","0"
"09:31","45","0","45","0","0"
"09:32","41","0","41","0","0"
"09:33","34","0","34","0","0"
"09:34","36","0","36","0","0"
"09:35","38","0","38","0","0"
"09:36","40","0","40","0","0"
"09:37","45","0","45","0","0"
"09:38","30","0","30","0","0"
"09:39","46","0","46","0","0"
"09:40","37","0","37","0","0"
"09:41","36","0","36","0","0"
"09:42","46","0","46","0","0"
"09:43","46","0","46","0","0"
"09:44","44","0","44","0","0"
"09:45","46","0","46","0","0"
"09:46","35","0","35","0","0"
"09:47","37","0","37","0","0"
"09:48","46","0","46","0","0"
"09:49","34","0","34","0","0"
"09:50","41","0","41","0","0"
"09:51","45","0","45","0","0"
"09:52","36","0","36","0","0"
"09:53","27","0","27","0","0"
"09:54","37","0","37","0","0"
"09:55","41","0","41","0","0"
"09:56","45","0","45","0","0"
"09:57","46","0","46","0","0"
"09:58","45","0","45","0","0"
"09:59","30","0","30","0","0"
"10:00","40","0","40","0","0"
"10:01","38","0","38","0","1"
"10:02","41","1","42","1","0"
"10:03","23","0","23","0","0"
"10:04","35","0","35","0","0"
"10:05","37","0","37","0","0"
"10:06","41","0","41","0","0"
"10:07","39","0","39","0","0"
"10:08","45","0","45","0","0"
"10:09","42","0","41","0","0"
"10:10","43","0","44","0","0"
"10:11","40","0","40","0","0"
"10:12","45","0","45","0","0"
"10:13","45","0","45","0","0"
"10:14","40","0","40","0","0"
"10:15","42","0","42","0","0"
"10:16","39","0","39","0","0"
"10:17","42","0","42","0","0"
"10:18","42","0","42","0","0"
"10:19","36","0","36","0","0"
"10:20","36","0","36","0","0"
"10:21","45","0","45","0","0"
"10:22","37","0","37","0","0"
"10:23","39","0","39","0","0"
"10:24","37","0","37","0","0"
"10:25","46","0","46","0","0"
"10:26","42","0","42","0","0"
"10:27","30","0","30","0","0"
"10:28","40","0","40","0","0"
"10:29","35","0","35","0","0"
"10:30","35","0","35","0","0"
"10:31","33","0","33","0","0"
"10:32","46","0","46","0","0"
"10:33","40","0","40","0","0"
"10:34","32","0","32","0","0"
"10:35","36","0","36","0","0"
"10:36","29","0","29","0","0"
"10:37","38","0","38","0","0"
"10:38","42","0","42","0","0"
"10:39","41","0","41","0","0"
"10:40","45","0","45","0","0"
"10:41","33","0","33","0","0"
"10:42","46","0","46","0","0"
"10:43","34","0","34","0","0"
"10:44","45","0","45","0","0"
"10:45","37","0","37","0","0"
"10:46","43","0","43","0","0"
"10:47","34","0","34","0","0"
"10:48","42","0","42","0","0"
"10:49","36","0","36","0","0"
"10:50","28","0","28","0","0"
"10:51","26","0","26","0","0"
"10:52","41","0","41","0","0"
"10:53","34","0","34","0","0"
"10:54","44","0","44","0","0"
"10:55","41","0","41","0","0"
"10:56","39","0","39","0","0"
"10:57","45","0","45","0","0"
"10:58","45","0","45","0","0"
"10:59","45","0","45","0","0"
"11:00","46","0","46","0","0"
"11:01","40","0","40","0","0"
"11:02","47","0","47","0","0"
"11:03","39","0","39","0","0"
"11:04","30","0","30","0","0"
"11:05","37","0","37","0","0"
"11:06","44","0","44","0","0"
"11:07","38","0","38","0","0"
"11:08","38","0","38","0","0"
"11:09","43","0","43","0","0"
"11:10","46","0","46","0","0"
"11:11","46","0","46","0","0"
"11:12","33","0","33","0","0"
"11:13","44","0","44","0","0"
"11:14","45","0","45","0","0"
"11:15","41","0","41","0","0"
"11:16","44","0","44","0","0"
"11:17","36","0","36","0","0"
"11:18","38","0","38","0","0"
"11:19","44","0","44","0","0"
"11:20","44","0","44","0","0"
"11:21","45","0","45","0","0"
"11:22","37","0","37","0","0"
"11:23","32","0","32","0","0"
"11:24","41","0","41","0","0"
"11:25","46","0","46","0","0"
"11:26","46","0","46","0","0"
"11:27","29","0","29","0","0"
"11:28","35","0","35","0","0"
"11:29","38","0","38","0","0"
"11:30","46","0","46","0","0"
"11:31","46","0","46","0","0"
"11:32","41","0","41","0","0"
"11:33","33","0","32","0","0"
"11:34","37","0","38","0","0"
"11:35","37","0","37","0","0"
"11:36","40","0","40","0","0"
"11:37","38","0","38","0","0"
"11:38","30","0","30","0","0"
"11:39","45","0","45","0","0"
"11:40","43","0","43","0","0"
"11:41","37","0","37","0","0"
"11:42","40","0","40","0","0"
"11:43","46","0","46","0","0"
"11:44","18","0","18","0","0"
"11:45","33","0","33","0","0"
"11:46","40","0","40","0","0"
"11:47","37","0","37","0","0"
"11:48","41","0","41","0","0"
"11:49","40","0","40","0","0"
"11:50","45","0","45","0","0"
"11:51","41","0","41","0","0"
"11:52","42","0","42","0","0"
"11:53","40","0","40","0","0"
"11:54","43","0","43","0","0"
"11:55","26","0","26","0","0"
"11:56","38","0","38","0","0"
"11:57","40","0","40","0","0"
"11:58","43","0","43","0","0"
"11:59","45","0","45","0","0"
"12:00","31","0","31","0","0"
"12:01","38","0","38","0","0"
"12:02","42","0","42","0","0"
"12:03","45","0","45","0","0"
"12:04","22","0","22","0","0"
"12:05","42","0","42","0","0"
"12:06","43","0","43","0","0"
"12:07","43","0","43","0","0"
"12:08","45","0","45","0","0"
"12:09","37","0","37","0","0"
"12:10","44","0","44","0","0"
"12:11","45","0","45","0","0"
"12:12","33","0","33","0","0"
"12:13","45","0","45","0","0"
"12:14","36","0","36","0","0"
"12:15","39","0","39","0","0"
"12:16","37","0","37","0","0"
"12:17","30","0","30","0","0"
"12:18","47","0","47","0","0"
"12:19","41","0","41","0","0"
"12:20","41","0","41","0","0"
"12:21","40","0","40","0","0"
"12:22","46","0","46","0","0"
"12:23","35","0","35","0","0"
"12:24","38","0","38","0","0"
"12:25","44","0","44","0","0"
"12:26","45","0","45","0","0"
"12:27","41","0","41","0","0"
"12:28","42","0","42","0","0"
"12:29","31","0","31","0","0"
"12:30","39","0","39","0","0"
"12:31","43","0","43","0","0"
"12:32","31","0","31","0","0"
"12:33","45","0","45","0","0"
"12:34","33","0","33","0","0"
"12:35","44","0","44","0","0"
"12:36","37","0","37","0","0"
"12:37","47","0","47","0","0"
"12:38","42","0","42","0","0"
"12:39","44","0","44","0","0"
"12:40","44","0","44","0","0"
"12:41","46","0","46","0","0"
"12:42","38","0","38","0","0"
"12:43","46","0","46","0","0"
"12:44","44","0","44","0","0"
"12:45","45","0","45","0","0"
"12:46","30","0","30","0","0"
"12:47","37","0","37","0","0"
"12:48","36","0","36","0","0"
"12:49","46","0","46","0","0"
"12:50","36","0","36","0","0"
"12:51","31","0","31","0","0"
"12:52","41","0","41","0","0"
"12:53","43","0","43","0","0"
"12:54","45","0","45","0","0"
"12:55","46","0","46","0","0"
"12:56","30","0","30","0","0"
"12:57","46","0","46","0","0"
"12:58","45","0","45","0","0"
"12:59","39","0","39","0","0"
"13:00","35","0","35","0","0"
"13:01","37","0","37","0","0"
"13:02","37","0","37","0","0"
"13:03","45","0","45","0","0"
"13:04","43","0","43","0","0"
"13:05","45","0","45","0","0"
"13:06","45","0","45","0","0"
"13:07","37","0","37","0","0"
"13:08","46","0","46","0","0"
"13:09","46","0","46","0","0"
"13:10","43","0","43","0","0"
"13:11","35","0","35","0","0"
"13:12","46","0","46","0","0"
"13:13","44","0","44","0","0"
"13:14","46","0","46","0","0"
"13:15","45","0","45","0","0"
"13:16","35","0","35","0","0"
"13:17","46","0","46","0","0"
"13:18","37","0","37","0","0"
"13:19","38","0","38","0","0"
"13:20","46","0","46","0","0"
"13:21","45","0","45","0","0"
"13:22","38","0","38","0","0"
"13:23","29","0","29","0","0"
"13:24","41","0","41","0","0"
"13:25","46","0","46","0","0"
"13:26","43","0","43","0","0"
"13:27","46","0","46","0","0"
"13:28","44","0","44","0","0"
"13:29","45","0","45","0","0"
"13:30","46","0","46","0","0"
"13:31","43","0","43","0","0"
"13:32","46","0","46","0","0"
"13:33","46","0","46","0","0"
"13:34","45","0","45","0","0"
"13:35","46","0","46","0","0"
"13:36","44","0","44","0","0"
"13:37","38","0","38","0","0"
"13:38","40","0","40","0","0"
"13:39","45","0","45","0","0"
"13:40","42","0","42","0","0"
"13:41","38","0","38","0","0"
"13:42","42","0","42","0","0"
"13:43","46","0","46","0","0"
"13:44","45","0","45","0","0"
"13:45","42","0","42","0","0"
"13:46","45","0","45","0","0"
"13:47","36","0","36","0","0"
"13:48","46","0","46","0","0"
"13:49","45","0","45","0","0"
"13:50","45","0","45","0","0"
"13:51","46","0","46","0","0"
"13:52","37","0","37","0","0"
"13:53","45","0","45","0","0"
"13:54","46","0","46","0","0"
"13:55","39","0","39","0","0"
"13:56","46","0","46","0","0"
"13:57","34","0","34","0","0"
"13:58","46","0","46","0","0"
"13:59","37","0","37","0","0"
"14:00","33","0","33","0","0"
"14:01","46","0","46","0","0"
"14:02","46","0","46","0","0"
"14:03","44","0","44","0","0"
"14:04","22","0","22","0","0"
"14:05","39","0","39","0","0"
"14:06","36","0","36","0","0"
"14:07","40","0","40","0","0"
"14:08","44","0","44","0","0"
"14:09","46","0","46","0","0"
"14:10","34","0","34","0","0"
"14:11","36","0","36","0","0"
"14:12","38","0","38","0","0"
"14:13","46","0","46","0","0"
"14:14","46","0","46","0","0"
"14:15","46","0","46","0","0"
"14:16","36","0","36","0","0"
"14:17","38","0","38","0","0"
"14:18","46","0","46","0","0"
"14:19","31","0","31","0","0"
"14:20","45","0","45","0","0"
"14:21","41","0","41","0","0"
"14:22","38","0","38","0","0"
"14:23","45","0","45","0","0"
"14:24","46","0","46","0","0"
"14:25","45","0","45","0","0"
